type,cause,year,month,dead
mcd,"D68.9: Coagulation defect, unspecified",2009,10,468
mcd,"D68.9: Coagulation defect, unspecified",2009,11,527
mcd,"D68.9: Coagulation defect, unspecified",2009,12,540
mcd,"D68.9: Coagulation defect, unspecified",2010,1,550
mcd,"D68.9: Coagulation defect, unspecified",2010,2,470
mcd,"D68.9: Coagulation defect, unspecified",2010,3,493
mcd,"D68.9: Coagulation defect, unspecified",2010,4,460
mcd,"D68.9: Coagulation defect, unspecified",2010,5,455
mcd,"D68.9: Coagulation defect, unspecified",2010,6,452
mcd,"D68.9: Coagulation defect, unspecified",2010,7,481
mcd,"D68.9: Coagulation defect, unspecified",2010,8,453
mcd,"D68.9: Coagulation defect, unspecified",2010,9,482
mcd,"D68.9: Coagulation defect, unspecified",2010,10,504
mcd,"D68.9: Coagulation defect, unspecified",2010,11,535
mcd,"D68.9: Coagulation defect, unspecified",2010,12,563
mcd,"D68.9: Coagulation defect, unspecified",2011,1,579
mcd,"D68.9: Coagulation defect, unspecified",2011,2,514
mcd,"D68.9: Coagulation defect, unspecified",2011,3,510
mcd,"D68.9: Coagulation defect, unspecified",2011,4,439
mcd,"D68.9: Coagulation defect, unspecified",2011,5,486
mcd,"D68.9: Coagulation defect, unspecified",2011,6,452
mcd,"D68.9: Coagulation defect, unspecified",2011,7,502
mcd,"D68.9: Coagulation defect, unspecified",2011,8,438
mcd,"D68.9: Coagulation defect, unspecified",2011,9,450
mcd,"D68.9: Coagulation defect, unspecified",2011,10,485
mcd,"D68.9: Coagulation defect, unspecified",2011,11,504
mcd,"D68.9: Coagulation defect, unspecified",2011,12,485
mcd,"D68.9: Coagulation defect, unspecified",2012,1,570
mcd,"D68.9: Coagulation defect, unspecified",2012,2,477
mcd,"D68.9: Coagulation defect, unspecified",2012,3,536
mcd,"D68.9: Coagulation defect, unspecified",2012,4,526
mcd,"D68.9: Coagulation defect, unspecified",2012,5,460
mcd,"D68.9: Coagulation defect, unspecified",2012,6,506
mcd,"D68.9: Coagulation defect, unspecified",2012,7,472
mcd,"D68.9: Coagulation defect, unspecified",2012,8,497
mcd,"D68.9: Coagulation defect, unspecified",2012,9,476
mcd,"D68.9: Coagulation defect, unspecified",2012,10,549
mcd,"D68.9: Coagulation defect, unspecified",2012,11,506
mcd,"D68.9: Coagulation defect, unspecified",2012,12,559
mcd,"D68.9: Coagulation defect, unspecified",2013,1,560
mcd,"D68.9: Coagulation defect, unspecified",2013,2,525
mcd,"D68.9: Coagulation defect, unspecified",2013,3,559
mcd,"D68.9: Coagulation defect, unspecified",2013,4,519
mcd,"D68.9: Coagulation defect, unspecified",2013,5,494
mcd,"D68.9: Coagulation defect, unspecified",2013,6,488
mcd,"D68.9: Coagulation defect, unspecified",2013,7,459
mcd,"D68.9: Coagulation defect, unspecified",2013,8,485
mcd,"D68.9: Coagulation defect, unspecified",2013,9,486
mcd,"D68.9: Coagulation defect, unspecified",2013,10,503
mcd,"D68.9: Coagulation defect, unspecified",2013,11,493
mcd,"D68.9: Coagulation defect, unspecified",2013,12,539
mcd,"D68.9: Coagulation defect, unspecified",2014,1,599
mcd,"D68.9: Coagulation defect, unspecified",2014,2,519
mcd,"D68.9: Coagulation defect, unspecified",2014,3,539
mcd,"D68.9: Coagulation defect, unspecified",2014,4,504
mcd,"D68.9: Coagulation defect, unspecified",2014,5,517
mcd,"D68.9: Coagulation defect, unspecified",2014,6,489
mcd,"D68.9: Coagulation defect, unspecified",2014,7,546
mcd,"D68.9: Coagulation defect, unspecified",2014,8,461
mcd,"D68.9: Coagulation defect, unspecified",2014,9,478
mcd,"D68.9: Coagulation defect, unspecified",2014,10,541
mcd,"D68.9: Coagulation defect, unspecified",2014,11,510
mcd,"D68.9: Coagulation defect, unspecified",2014,12,521
mcd,"D68.9: Coagulation defect, unspecified",2015,1,604
mcd,"D68.9: Coagulation defect, unspecified",2015,2,516
mcd,"D68.9: Coagulation defect, unspecified",2015,3,506
mcd,"D68.9: Coagulation defect, unspecified",2015,4,451
mcd,"D68.9: Coagulation defect, unspecified",2015,5,509
mcd,"D68.9: Coagulation defect, unspecified",2015,6,511
mcd,"D68.9: Coagulation defect, unspecified",2015,7,479
mcd,"D68.9: Coagulation defect, unspecified",2015,8,460
mcd,"D68.9: Coagulation defect, unspecified",2015,9,495
mcd,"D68.9: Coagulation defect, unspecified",2015,10,516
mcd,"D68.9: Coagulation defect, unspecified",2015,11,493
mcd,"D68.9: Coagulation defect, unspecified",2015,12,555
mcd,"D68.9: Coagulation defect, unspecified",2016,1,581
mcd,"D68.9: Coagulation defect, unspecified",2016,2,514
mcd,"D68.9: Coagulation defect, unspecified",2016,3,552
mcd,"D68.9: Coagulation defect, unspecified",2016,4,491
mcd,"D68.9: Coagulation defect, unspecified",2016,5,464
mcd,"D68.9: Coagulation defect, unspecified",2016,6,445
mcd,"D68.9: Coagulation defect, unspecified",2016,7,490
mcd,"D68.9: Coagulation defect, unspecified",2016,8,451
mcd,"D68.9: Coagulation defect, unspecified",2016,9,446
mcd,"D68.9: Coagulation defect, unspecified",2016,10,467
mcd,"D68.9: Coagulation defect, unspecified",2016,11,492
mcd,"D68.9: Coagulation defect, unspecified",2016,12,576
mcd,"D68.9: Coagulation defect, unspecified",2017,1,571
mcd,"D68.9: Coagulation defect, unspecified",2017,2,453
mcd,"D68.9: Coagulation defect, unspecified",2017,3,524
mcd,"D68.9: Coagulation defect, unspecified",2017,4,449
mcd,"D68.9: Coagulation defect, unspecified",2017,5,493
mcd,"D68.9: Coagulation defect, unspecified",2017,6,496
mcd,"D68.9: Coagulation defect, unspecified",2017,7,462
mcd,"D68.9: Coagulation defect, unspecified",2017,8,471
mcd,"D68.9: Coagulation defect, unspecified",2017,9,460
mcd,"D68.9: Coagulation defect, unspecified",2017,10,483
mcd,"D68.9: Coagulation defect, unspecified",2017,11,501
mcd,"D68.9: Coagulation defect, unspecified",2017,12,543
mcd,D69.3: Idiopathic thrombocytopenic purpura,1999,1,75
mcd,D69.3: Idiopathic thrombocytopenic purpura,1999,2,75
mcd,D69.3: Idiopathic thrombocytopenic purpura,1999,3,81
mcd,D69.3: Idiopathic thrombocytopenic purpura,1999,4,67
mcd,D69.3: Idiopathic thrombocytopenic purpura,1999,5,71
mcd,D69.3: Idiopathic thrombocytopenic purpura,1999,6,55
mcd,D69.3: Idiopathic thrombocytopenic purpura,1999,7,72
mcd,D69.3: Idiopathic thrombocytopenic purpura,1999,8,70
mcd,D69.3: Idiopathic thrombocytopenic purpura,1999,9,59
mcd,D69.3: Idiopathic thrombocytopenic purpura,1999,10,77
mcd,D69.3: Idiopathic thrombocytopenic purpura,1999,11,69
mcd,D69.3: Idiopathic thrombocytopenic purpura,1999,12,65
mcd,D69.3: Idiopathic thrombocytopenic purpura,2000,1,86
mcd,D69.3: Idiopathic thrombocytopenic purpura,2000,2,66
mcd,D69.3: Idiopathic thrombocytopenic purpura,2000,3,62
mcd,D69.3: Idiopathic thrombocytopenic purpura,2000,4,69
mcd,D69.3: Idiopathic thrombocytopenic purpura,2000,5,76
mcd,D69.3: Idiopathic thrombocytopenic purpura,2000,6,57
mcd,D69.3: Idiopathic thrombocytopenic purpura,2000,7,58
mcd,D69.3: Idiopathic thrombocytopenic purpura,2000,8,60
mcd,D69.3: Idiopathic thrombocytopenic purpura,2000,9,59
mcd,D69.3: Idiopathic thrombocytopenic purpura,2000,10,71
mcd,D69.3: Idiopathic thrombocytopenic purpura,2000,11,74
mcd,D69.3: Idiopathic thrombocytopenic purpura,2000,12,64
mcd,D69.3: Idiopathic thrombocytopenic purpura,2001,1,71
mcd,D69.3: Idiopathic thrombocytopenic purpura,2001,2,61
mcd,D69.3: Idiopathic thrombocytopenic purpura,2001,3,73
mcd,D69.3: Idiopathic thrombocytopenic purpura,2001,4,64
mcd,D69.3: Idiopathic thrombocytopenic purpura,2001,5,69
mcd,D69.3: Idiopathic thrombocytopenic purpura,2001,6,49
mcd,D69.3: Idiopathic thrombocytopenic purpura,2001,7,66
mcd,D69.3: Idiopathic thrombocytopenic purpura,2001,8,65
mcd,D69.3: Idiopathic thrombocytopenic purpura,2001,9,60
mcd,D69.3: Idiopathic thrombocytopenic purpura,2001,10,70
mcd,D69.3: Idiopathic thrombocytopenic purpura,2001,11,74
mcd,D69.3: Idiopathic thrombocytopenic purpura,2001,12,69
mcd,D69.3: Idiopathic thrombocytopenic purpura,2002,1,65
mcd,D69.3: Idiopathic thrombocytopenic purpura,2002,2,59
mcd,D69.3: Idiopathic thrombocytopenic purpura,2002,3,65
mcd,D69.3: Idiopathic thrombocytopenic purpura,2002,4,76
mcd,D69.3: Idiopathic thrombocytopenic purpura,2002,5,57
mcd,D69.3: Idiopathic thrombocytopenic purpura,2002,6,60
mcd,D69.3: Idiopathic thrombocytopenic purpura,2002,7,61
mcd,D69.3: Idiopathic thrombocytopenic purpura,2002,8,65
mcd,D69.3: Idiopathic thrombocytopenic purpura,2002,9,61
mcd,D69.3: Idiopathic thrombocytopenic purpura,2002,10,61
mcd,D69.3: Idiopathic thrombocytopenic purpura,2002,11,65
mcd,D69.3: Idiopathic thrombocytopenic purpura,2002,12,51
mcd,D69.3: Idiopathic thrombocytopenic purpura,2003,1,63
mcd,D69.3: Idiopathic thrombocytopenic purpura,2003,2,80
mcd,D69.3: Idiopathic thrombocytopenic purpura,2003,3,67
mcd,D69.3: Idiopathic thrombocytopenic purpura,2003,4,58
mcd,D69.3: Idiopathic thrombocytopenic purpura,2003,5,51
mcd,D69.3: Idiopathic thrombocytopenic purpura,2003,6,56
mcd,D69.3: Idiopathic thrombocytopenic purpura,2003,7,63
mcd,D69.3: Idiopathic thrombocytopenic purpura,2003,8,64
mcd,D69.3: Idiopathic thrombocytopenic purpura,2003,9,54
mcd,D69.3: Idiopathic thrombocytopenic purpura,2003,10,71
mcd,D69.3: Idiopathic thrombocytopenic purpura,2003,11,71
mcd,D69.3: Idiopathic thrombocytopenic purpura,2003,12,68
mcd,D69.3: Idiopathic thrombocytopenic purpura,2004,1,74
mcd,D69.3: Idiopathic thrombocytopenic purpura,2004,2,73
mcd,D69.3: Idiopathic thrombocytopenic purpura,2004,3,81
mcd,D69.3: Idiopathic thrombocytopenic purpura,2004,4,54
mcd,D69.3: Idiopathic thrombocytopenic purpura,2004,5,61
mcd,D69.3: Idiopathic thrombocytopenic purpura,2004,6,48
mcd,D69.3: Idiopathic thrombocytopenic purpura,2004,7,61
mcd,D69.3: Idiopathic thrombocytopenic purpura,2004,8,60
mcd,D69.3: Idiopathic thrombocytopenic purpura,2004,9,52
mcd,D69.3: Idiopathic thrombocytopenic purpura,2004,10,60
mcd,D69.3: Idiopathic thrombocytopenic purpura,2004,11,62
mcd,D69.3: Idiopathic thrombocytopenic purpura,2004,12,76
mcd,D69.3: Idiopathic thrombocytopenic purpura,2005,1,62
mcd,D69.3: Idiopathic thrombocytopenic purpura,2005,2,63
mcd,D69.3: Idiopathic thrombocytopenic purpura,2005,3,76
mcd,D69.3: Idiopathic thrombocytopenic purpura,2005,4,67
mcd,D69.3: Idiopathic thrombocytopenic purpura,2005,5,54
mcd,D69.3: Idiopathic thrombocytopenic purpura,2005,6,67
mcd,D69.3: Idiopathic thrombocytopenic purpura,2005,7,62
mcd,D69.3: Idiopathic thrombocytopenic purpura,2005,8,76
mcd,D69.3: Idiopathic thrombocytopenic purpura,2005,9,62
mcd,D69.3: Idiopathic thrombocytopenic purpura,2005,10,70
mcd,D69.3: Idiopathic thrombocytopenic purpura,2005,11,47
mcd,D69.3: Idiopathic thrombocytopenic purpura,2005,12,61
mcd,D69.3: Idiopathic thrombocytopenic purpura,2006,1,61
mcd,D69.3: Idiopathic thrombocytopenic purpura,2006,2,63
mcd,D69.3: Idiopathic thrombocytopenic purpura,2006,3,67
mcd,D69.3: Idiopathic thrombocytopenic purpura,2006,4,69
mcd,D69.3: Idiopathic thrombocytopenic purpura,2006,5,52
mcd,D69.3: Idiopathic thrombocytopenic purpura,2006,6,56
mcd,D69.3: Idiopathic thrombocytopenic purpura,2006,7,46
mcd,D69.3: Idiopathic thrombocytopenic purpura,2006,8,66
mcd,D69.3: Idiopathic thrombocytopenic purpura,2006,9,56
mcd,D69.3: Idiopathic thrombocytopenic purpura,2006,10,60
mcd,D69.3: Idiopathic thrombocytopenic purpura,2006,11,76
mcd,D69.3: Idiopathic thrombocytopenic purpura,2006,12,56
mcd,D69.3: Idiopathic thrombocytopenic purpura,2007,1,55
mcd,D69.3: Idiopathic thrombocytopenic purpura,2007,2,61
mcd,D69.3: Idiopathic thrombocytopenic purpura,2007,3,56
mcd,D69.3: Idiopathic thrombocytopenic purpura,2007,4,59
mcd,D69.3: Idiopathic thrombocytopenic purpura,2007,5,51
mcd,D69.3: Idiopathic thrombocytopenic purpura,2007,6,64
mcd,D69.3: Idiopathic thrombocytopenic purpura,2007,7,58
mcd,D69.3: Idiopathic thrombocytopenic purpura,2007,8,55
mcd,D69.3: Idiopathic thrombocytopenic purpura,2007,9,54
mcd,D69.3: Idiopathic thrombocytopenic purpura,2007,10,58
mcd,D69.3: Idiopathic thrombocytopenic purpura,2007,11,64
mcd,D69.3: Idiopathic thrombocytopenic purpura,2007,12,68
mcd,D69.3: Idiopathic thrombocytopenic purpura,2008,1,66
mcd,D69.3: Idiopathic thrombocytopenic purpura,2008,2,73
mcd,D69.3: Idiopathic thrombocytopenic purpura,2008,3,72
mcd,D69.3: Idiopathic thrombocytopenic purpura,2008,4,60
mcd,D69.3: Idiopathic thrombocytopenic purpura,2008,5,68
mcd,D69.3: Idiopathic thrombocytopenic purpura,2008,6,61
mcd,D69.3: Idiopathic thrombocytopenic purpura,2008,7,52
mcd,D69.3: Idiopathic thrombocytopenic purpura,2008,8,55
mcd,D69.3: Idiopathic thrombocytopenic purpura,2008,9,58
mcd,D69.3: Idiopathic thrombocytopenic purpura,2008,10,58
mcd,D69.3: Idiopathic thrombocytopenic purpura,2008,11,58
mcd,D69.3: Idiopathic thrombocytopenic purpura,2008,12,73
mcd,D69.3: Idiopathic thrombocytopenic purpura,2009,1,59
mcd,D69.3: Idiopathic thrombocytopenic purpura,2009,2,61
mcd,D69.3: Idiopathic thrombocytopenic purpura,2009,3,63
mcd,D69.3: Idiopathic thrombocytopenic purpura,2009,4,54
mcd,D69.3: Idiopathic thrombocytopenic purpura,2009,5,56
mcd,D69.3: Idiopathic thrombocytopenic purpura,2009,6,64
mcd,D69.3: Idiopathic thrombocytopenic purpura,2009,7,65
mcd,D69.3: Idiopathic thrombocytopenic purpura,2009,8,50
mcd,D69.3: Idiopathic thrombocytopenic purpura,2009,9,44
mcd,D69.3: Idiopathic thrombocytopenic purpura,2009,10,57
mcd,D69.3: Idiopathic thrombocytopenic purpura,2009,11,47
mcd,D69.3: Idiopathic thrombocytopenic purpura,2009,12,53
mcd,D69.3: Idiopathic thrombocytopenic purpura,2010,1,72
mcd,D69.3: Idiopathic thrombocytopenic purpura,2010,2,47
mcd,D69.3: Idiopathic thrombocytopenic purpura,2010,3,54
mcd,D69.3: Idiopathic thrombocytopenic purpura,2010,4,55
mcd,D69.3: Idiopathic thrombocytopenic purpura,2010,5,56
mcd,D69.3: Idiopathic thrombocytopenic purpura,2010,6,54
mcd,D69.3: Idiopathic thrombocytopenic purpura,2010,7,56
mcd,D69.3: Idiopathic thrombocytopenic purpura,2010,8,52
mcd,D69.3: Idiopathic thrombocytopenic purpura,2010,9,63
mcd,D69.3: Idiopathic thrombocytopenic purpura,2010,10,61
mcd,D69.3: Idiopathic thrombocytopenic purpura,2010,11,66
mcd,D69.3: Idiopathic thrombocytopenic purpura,2010,12,60
mcd,D69.3: Idiopathic thrombocytopenic purpura,2011,1,60
mcd,D69.3: Idiopathic thrombocytopenic purpura,2011,2,58
mcd,D69.3: Idiopathic thrombocytopenic purpura,2011,3,57
mcd,D69.3: Idiopathic thrombocytopenic purpura,2011,4,60
mcd,D69.3: Idiopathic thrombocytopenic purpura,2011,5,60
mcd,D69.3: Idiopathic thrombocytopenic purpura,2011,6,57
mcd,D69.3: Idiopathic thrombocytopenic purpura,2011,7,48
mcd,D69.3: Idiopathic thrombocytopenic purpura,2011,8,61
mcd,D69.3: Idiopathic thrombocytopenic purpura,2011,9,47
mcd,D69.3: Idiopathic thrombocytopenic purpura,2011,10,39
mcd,D69.3: Idiopathic thrombocytopenic purpura,2011,11,59
mcd,D69.3: Idiopathic thrombocytopenic purpura,2011,12,49
mcd,D69.3: Idiopathic thrombocytopenic purpura,2012,1,58
mcd,D69.3: Idiopathic thrombocytopenic purpura,2012,2,54
mcd,D69.3: Idiopathic thrombocytopenic purpura,2012,3,65
mcd,D69.3: Idiopathic thrombocytopenic purpura,2012,4,54
mcd,D69.3: Idiopathic thrombocytopenic purpura,2012,5,56
mcd,D69.3: Idiopathic thrombocytopenic purpura,2012,6,45
mcd,D69.3: Idiopathic thrombocytopenic purpura,2012,7,55
mcd,D69.3: Idiopathic thrombocytopenic purpura,2012,8,54
mcd,D69.3: Idiopathic thrombocytopenic purpura,2012,9,55
mcd,D69.3: Idiopathic thrombocytopenic purpura,2012,10,59
mcd,D69.3: Idiopathic thrombocytopenic purpura,2012,11,40
mcd,D69.3: Idiopathic thrombocytopenic purpura,2012,12,51
mcd,D69.3: Idiopathic thrombocytopenic purpura,2013,1,74
mcd,D69.3: Idiopathic thrombocytopenic purpura,2013,2,58
mcd,D69.3: Idiopathic thrombocytopenic purpura,2013,3,60
mcd,D69.3: Idiopathic thrombocytopenic purpura,2013,4,66
mcd,D69.3: Idiopathic thrombocytopenic purpura,2013,5,54
mcd,D69.3: Idiopathic thrombocytopenic purpura,2013,6,50
mcd,D69.3: Idiopathic thrombocytopenic purpura,2013,7,53
mcd,D69.3: Idiopathic thrombocytopenic purpura,2013,8,43
mcd,D69.3: Idiopathic thrombocytopenic purpura,2013,9,53
mcd,D69.3: Idiopathic thrombocytopenic purpura,2013,10,58
mcd,D69.3: Idiopathic thrombocytopenic purpura,2013,11,47
mcd,D69.3: Idiopathic thrombocytopenic purpura,2013,12,54
mcd,D69.3: Idiopathic thrombocytopenic purpura,2014,1,64
mcd,D69.3: Idiopathic thrombocytopenic purpura,2014,2,62
mcd,D69.3: Idiopathic thrombocytopenic purpura,2014,3,64
mcd,D69.3: Idiopathic thrombocytopenic purpura,2014,4,61
mcd,D69.3: Idiopathic thrombocytopenic purpura,2014,5,54
mcd,D69.3: Idiopathic thrombocytopenic purpura,2014,6,53
mcd,D69.3: Idiopathic thrombocytopenic purpura,2014,7,45
mcd,D69.3: Idiopathic thrombocytopenic purpura,2014,8,44
mcd,D69.3: Idiopathic thrombocytopenic purpura,2014,9,60
mcd,D69.3: Idiopathic thrombocytopenic purpura,2014,10,40
mcd,D69.3: Idiopathic thrombocytopenic purpura,2014,11,36
mcd,D69.3: Idiopathic thrombocytopenic purpura,2014,12,45
mcd,D69.3: Idiopathic thrombocytopenic purpura,2015,1,80
mcd,D69.3: Idiopathic thrombocytopenic purpura,2015,2,35
mcd,D69.3: Idiopathic thrombocytopenic purpura,2015,3,59
mcd,D69.3: Idiopathic thrombocytopenic purpura,2015,4,62
mcd,D69.3: Idiopathic thrombocytopenic purpura,2015,5,38
mcd,D69.3: Idiopathic thrombocytopenic purpura,2015,6,42
mcd,D69.3: Idiopathic thrombocytopenic purpura,2015,7,52
mcd,D69.3: Idiopathic thrombocytopenic purpura,2015,8,58
mcd,D69.3: Idiopathic thrombocytopenic purpura,2015,9,46
mcd,D69.3: Idiopathic thrombocytopenic purpura,2015,10,62
mcd,D69.3: Idiopathic thrombocytopenic purpura,2015,11,47
mcd,D69.3: Idiopathic thrombocytopenic purpura,2015,12,43
mcd,D69.3: Idiopathic thrombocytopenic purpura,2016,1,66
mcd,D69.3: Idiopathic thrombocytopenic purpura,2016,2,53
mcd,D69.3: Idiopathic thrombocytopenic purpura,2016,3,71
mcd,D69.3: Idiopathic thrombocytopenic purpura,2016,4,63
mcd,D69.3: Idiopathic thrombocytopenic purpura,2016,5,58
