발생연도,성별,국제질병분류,암종,연령군,발생자수,조발생률
2005,남자,09. C33-C34,폐,40-44세,228,10.3
2005,남자,09. C33-C34,폐,45-49세,421,20.8
2005,남자,09. C33-C34,폐,50-54세,649,45.7
2005,남자,09. C33-C34,폐,55-59세,1183,106.0
2005,남자,09. C33-C34,폐,60-64세,1879,198.9
2005,남자,09. C33-C34,폐,65-69세,2657,354.6
2005,남자,09. C33-C34,폐,70-74세,2394,518.6
2005,남자,09. C33-C34,폐,75-79세,1652,660.9
2005,남자,09. C33-C34,폐,80-84세,938,712.5
2005,남자,09. C33-C34,폐,85세이상,352,579.3
2005,남자,09. C33-C34,폐,연령전체,12487,51.2
2005,여자,09. C33-C34,폐,00-04세,1,0.1
2005,여자,09. C33-C34,폐,05-09세,0,
2005,여자,09. C33-C34,폐,10-14세,1,0.1
2005,여자,09. C33-C34,폐,15-19세,5,0.3
2005,여자,09. C33-C34,폐,20-24세,5,0.3
2005,여자,09. C33-C34,폐,25-29세,9,0.5
2005,여자,09. C33-C34,폐,30-34세,32,1.5
2005,여자,09. C33-C34,폐,35-39세,76,3.5
2005,여자,09. C33-C34,폐,40-44세,130,6.1
2005,여자,09. C33-C34,폐,45-49세,258,13.1
2005,여자,09. C33-C34,폐,50-54세,310,22.0
2005,여자,09. C33-C34,폐,55-59세,341,30.1
2005,여자,09. C33-C34,폐,60-64세,484,45.9
2005,여자,09. C33-C34,폐,65-69세,682,73.5
2005,여자,09. C33-C34,폐,70-74세,735,104.9
2005,여자,09. C33-C34,폐,75-79세,724,151.7
2005,여자,09. C33-C34,폐,80-84세,587,206.2
2005,여자,09. C33-C34,폐,85세이상,322,177.9
2005,여자,09. C33-C34,폐,연령전체,4702,19.4
2006,남녀전체,09. C33-C34,폐,00-04세,3,0.1
2006,남녀전체,09. C33-C34,폐,05-09세,0,
2006,남녀전체,09. C33-C34,폐,10-14세,2,0.1
2006,남녀전체,09. C33-C34,폐,15-19세,5,0.2
2006,남녀전체,09. C33-C34,폐,20-24세,13,0.4
2006,남녀전체,09. C33-C34,폐,25-29세,21,0.5
2006,남녀전체,09. C33-C34,폐,30-34세,73,1.7
2006,남녀전체,09. C33-C34,폐,35-39세,153,3.4
2006,남녀전체,09. C33-C34,폐,40-44세,332,7.8
2006,남녀전체,09. C33-C34,폐,45-49세,713,17.1
2006,남녀전체,09. C33-C34,폐,50-54세,1123,36.4
2006,남녀전체,09. C33-C34,폐,55-59세,1618,69.5
2006,남녀전체,09. C33-C34,폐,60-64세,2365,119.9
2006,남녀전체,09. C33-C34,폐,65-69세,3263,188.8
2006,남녀전체,09. C33-C34,폐,70-74세,3310,264.9
2006,남녀전체,09. C33-C34,폐,75-79세,2455,318.8
2006,남녀전체,09. C33-C34,폐,80-84세,1466,338.0
2006,남녀전체,09. C33-C34,폐,85세이상,709,274.3
2006,남녀전체,09. C33-C34,폐,연령전체,17624,36.1
2006,남자,09. C33-C34,폐,00-04세,1,0.1
2006,남자,09. C33-C34,폐,05-09세,0,
2006,남자,09. C33-C34,폐,10-14세,2,0.1
2006,남자,09. C33-C34,폐,15-19세,3,0.2
2006,남자,09. C33-C34,폐,20-24세,7,0.4
2006,남자,09. C33-C34,폐,25-29세,11,0.5
2006,남자,09. C33-C34,폐,30-34세,37,1.7
2006,남자,09. C33-C34,폐,35-39세,63,2.8
2006,남자,09. C33-C34,폐,40-44세,195,9.0
2006,남자,09. C33-C34,폐,45-49세,433,20.4
2006,남자,09. C33-C34,폐,50-54세,781,50.5
2006,남자,09. C33-C34,폐,55-59세,1216,105.3
2006,남자,09. C33-C34,폐,60-64세,1870,199.1
2006,남자,09. C33-C34,폐,65-69세,2556,328.4
2006,남자,09. C33-C34,폐,70-74세,2490,491.5
2006,남자,09. C33-C34,폐,75-79세,1704,642.8
2006,남자,09. C33-C34,폐,80-84세,919,675.2
2006,남자,09. C33-C34,폐,85세이상,360,547.9
2006,남자,09. C33-C34,폐,연령전체,12648,51.6
2006,여자,09. C33-C34,폐,00-04세,2,0.2
2006,여자,09. C33-C34,폐,05-09세,0,
2006,여자,09. C33-C34,폐,10-14세,0,
2006,여자,09. C33-C34,폐,15-19세,2,0.1
2006,여자,09. C33-C34,폐,20-24세,6,0.3
2006,여자,09. C33-C34,폐,25-29세,10,0.5
2006,여자,09. C33-C34,폐,30-34세,36,1.7
2006,여자,09. C33-C34,폐,35-39세,90,4.1
2006,여자,09. C33-C34,폐,40-44세,137,6.6
2006,여자,09. C33-C34,폐,45-49세,280,13.6
2006,여자,09. C33-C34,폐,50-54세,342,22.3
2006,여자,09. C33-C34,폐,55-59세,402,34.3
2006,여자,09. C33-C34,폐,60-64세,495,47.9
2006,여자,09. C33-C34,폐,65-69세,707,74.4
2006,여자,09. C33-C34,폐,70-74세,820,110.4
2006,여자,09. C33-C34,폐,75-79세,751,148.7
2006,여자,09. C33-C34,폐,80-84세,547,183.8
2006,여자,09. C33-C34,폐,85세이상,349,181.0
2006,여자,09. C33-C34,폐,연령전체,4976,20.4
2007,남녀전체,09. C33-C34,폐,00-04세,0,
2007,남녀전체,09. C33-C34,폐,05-09세,1,0.0
2007,남녀전체,09. C33-C34,폐,10-14세,3,0.1
2007,남녀전체,09. C33-C34,폐,15-19세,3,0.1
2007,남녀전체,09. C33-C34,폐,20-24세,10,0.3
2007,남녀전체,09. C33-C34,폐,25-29세,18,0.4
2007,남녀전체,09. C33-C34,폐,30-34세,38,0.9
2007,남녀전체,09. C33-C34,폐,35-39세,150,3.3
2007,남녀전체,09. C33-C34,폐,40-44세,319,7.7
2007,남녀전체,09. C33-C34,폐,45-49세,714,16.5
2007,남녀전체,09. C33-C34,폐,50-54세,1121,34.0
2007,남녀전체,09. C33-C34,폐,55-59세,1622,67.5
2007,남녀전체,09. C33-C34,폐,60-64세,2256,115.2
2007,남녀전체,09. C33-C34,폐,65-69세,3461,189.1
2007,남녀전체,09. C33-C34,폐,70-74세,3582,269.7
2007,남녀전체,09. C33-C34,폐,75-79세,2682,328.3
2007,남녀전체,09. C33-C34,폐,80-84세,1573,347.8
2007,남녀전체,09. C33-C34,폐,85세이상,860,306.0
2007,남녀전체,09. C33-C34,폐,연령전체,18413,37.5
2007,남자,09. C33-C34,폐,00-04세,0,
2007,남자,09. C33-C34,폐,05-09세,1,0.1
2007,남자,09. C33-C34,폐,10-14세,3,0.2
2007,남자,09. C33-C34,폐,15-19세,3,0.2
2007,남자,09. C33-C34,폐,20-24세,5,0.3
2007,남자,09. C33-C34,폐,25-29세,10,0.5
2007,남자,09. C33-C34,폐,30-34세,20,1.0
2007,남자,09. C33-C34,폐,35-39세,57,2.4
2007,남자,09. C33-C34,폐,40-44세,176,8.2
2007,남자,09. C33-C34,폐,45-49세,446,20.3
2007,남자,09. C33-C34,폐,50-54세,744,44.9
2007,남자,09. C33-C34,폐,55-59세,1199,100.4
2007,남자,09. C33-C34,폐,60-64세,1727,184.0
2007,남자,09. C33-C34,폐,65-69세,2737,329.5
2007,남자,09. C33-C34,폐,70-74세,2751,502.4
2007,남자,09. C33-C34,폐,75-79세,1878,660.2
2007,남자,09. C33-C34,폐,80-84세,997,706.2
2007,남자,09. C33-C34,폐,85세이상,440,612.0
2007,남자,09. C33-C34,폐,연령전체,13194,53.6
2007,여자,09. C33-C34,폐,00-04세,0,
2007,여자,09. C33-C34,폐,05-09세,0,
2007,여자,09. C33-C34,폐,10-14세,0,
2007,여자,09. C33-C34,폐,15-19세,0,
2007,여자,09. C33-C34,폐,20-24세,5,0.3
2007,여자,09. C33-C34,폐,25-29세,8,0.4
2007,여자,09. C33-C34,폐,30-34세,18,0.9
2007,여자,09. C33-C34,폐,35-39세,93,4.1
2007,여자,09. C33-C34,폐,40-44세,143,7.0
2007,여자,09. C33-C34,폐,45-49세,268,12.6
2007,여자,09. C33-C34,폐,50-54세,377,23.0
2007,여자,09. C33-C34,폐,55-59세,423,35.0
2007,여자,09. C33-C34,폐,60-64세,529,51.9
2007,여자,09. C33-C34,폐,65-69세,724,72.4
2007,여자,09. C33-C34,폐,70-74세,831,106.5
2007,여자,09. C33-C34,폐,75-79세,804,151.0
2007,여자,09. C33-C34,폐,80-84세,576,185.2
2007,여자,09. C33-C34,폐,85세이상,420,200.9
2007,여자,09. C33-C34,폐,연령전체,5219,21.3
2008,남녀전체,09. C33-C34,폐,00-04세,2,0.1
2008,남녀전체,09. C33-C34,폐,05-09세,0,
2008,남녀전체,09. C33-C34,폐,10-14세,1,0.0
2008,남녀전체,09. C33-C34,폐,15-19세,4,0.1
2008,남녀전체,09. C33-C34,폐,20-24세,7,0.2
2008,남녀전체,09. C33-C34,폐,25-29세,17,0.4
2008,남녀전체,09. C33-C34,폐,30-34세,62,1.6
2008,남녀전체,09. C33-C34,폐,35-39세,145,3.2
2008,남녀전체,09. C33-C34,폐,40-44세,309,7.3
2008,남녀전체,09. C33-C34,폐,45-49세,728,16.6
2008,남녀전체,09. C33-C34,폐,50-54세,1200,34.2
2008,남녀전체,09. C33-C34,폐,55-59세,1654,66.5
2008,남녀전체,09. C33-C34,폐,60-64세,2282,114.2
2008,남녀전체,09. C33-C34,폐,65-69세,3570,186.8
2008,남녀전체,09. C33-C34,폐,70-74세,3744,267.1
2008,남녀전체,09. C33-C34,폐,75-79세,2753,317.3
2008,남녀전체,09. C33-C34,폐,80-84세,1628,341.8
2008,남녀전체,09. C33-C34,폐,85세이상,948,307.2
2008,남녀전체,09. C33-C34,폐,연령전체,19054,38.6
2008,남자,09. C33-C34,폐,00-04세,0,
2008,남자,09. C33-C34,폐,05-09세,0,
2008,남자,09. C33-C34,폐,10-14세,0,
2008,남자,09. C33-C34,폐,15-19세,1,0.1
2008,남자,09. C33-C34,폐,20-24세,6,0.4
2008,남자,09. C33-C34,폐,25-29세,4,0.2
2008,남자,09. C33-C34,폐,30-34세,34,1.7
2008,남자,09. C33-C34,폐,35-39세,69,3.0
2008,남자,09. C33-C34,폐,40-44세,180,8.4
2008,남자,09. C33-C34,폐,45-49세,427,19.2
2008,남자,09. C33-C34,폐,50-54세,805,45.6
2008,남자,09. C33-C34,폐,55-59세,1240,100.4
2008,남자,09. C33-C34,폐,60-64세,1724,178.6
2008,남자,09. C33-C34,폐,65-69세,2802,321.3
2008,남자,09. C33-C34,폐,70-74세,2818,480.7
2008,남자,09. C33-C34,폐,75-79세,1973,641.5
2008,남자,09. C33-C34,폐,80-84세,1009,682.7
2008,남자,09. C33-C34,폐,85세이상,480,606.9
2008,남자,09. C33-C34,폐,연령전체,13572,54.8
2008,여자,09. C33-C34,폐,00-04세,2,0.2
2008,여자,09. C33-C34,폐,05-09세,0,
2008,여자,09. C33-C34,폐,10-14세,1,0.1
2008,여자,09. C33-C34,폐,15-19세,3,0.2
2008,여자,09. C33-C34,폐,20-24세,1,0.1
2008,여자,09. C33-C34,폐,25-29세,13,0.7
2008,여자,09. C33-C34,폐,30-34세,28,1.4
2008,여자,09. C33-C34,폐,35-39세,76,3.4
2008,여자,09. C33-C34,폐,40-44세,129,6.2
2008,여자,09. C33-C34,폐,45-49세,301,14.0
2008,여자,09. C33-C34,폐,50-54세,395,22.7
2008,여자,09. C33-C34,폐,55-59세,414,33.1
2008,여자,09. C33-C34,폐,60-64세,558,54.0
2008,여자,09. C33-C34,폐,65-69세,768,73.9
2008,여자,09. C33-C34,폐,70-74세,926,113.5
2008,여자,09. C33-C34,폐,75-79세,780,139.3
2008,여자,09. C33-C34,폐,80-84세,619,188.4
2008,여자,09. C33-C34,폐,85세이상,468,203.9
2008,여자,09. C33-C34,폐,연령전체,5482,22.2
2009,남녀전체,09. C33-C34,폐,00-04세,1,0.0
2009,남녀전체,09. C33-C34,폐,05-09세,0,
2009,남녀전체,09. C33-C34,폐,10-14세,2,0.1
2009,남녀전체,09. C33-C34,폐,15-19세,6,0.2
2009,남녀전체,09. C33-C34,폐,20-24세,8,0.3
2009,남녀전체,09. C33-C34,폐,25-29세,24,0.6
2009,남녀전체,09. C33-C34,폐,30-34세,64,1.6
2009,남녀전체,09. C33-C34,폐,35-39세,173,3.8
2009,남녀전체,09. C33-C34,폐,40-44세,341,7.9
2009,남녀전체,09. C33-C34,폐,45-49세,656,15.0
2009,남녀전체,09. C33-C34,폐,50-54세,1234,33.0
2009,남녀전체,09. C33-C34,폐,55-59세,1664,64.4
2009,남녀전체,09. C33-C34,폐,60-64세,2427,116.3
2009,남녀전체,09. C33-C34,폐,65-69세,3629,189.1
2009,남녀전체,09. C33-C34,폐,70-74세,3881,262.3
2009,남녀전체,09. C33-C34,폐,75-79세,3006,324.7
2009,남녀전체,09. C33-C34,폐,80-84세,1766,345.1
2009,남녀전체,09. C33-C34,폐,85세이상,1030,309.7
2009,남녀전체,09. C33-C34,폐,연령전체,19912,40.1
2009,남자,09. C33-C34,폐,00-04세,1,0.1
2009,남자,09. C33-C34,폐,05-09세,0,
2009,남자,09. C33-C34,폐,10-14세,2,0.1
2009,남자,09. C33-C34,폐,15-19세,5,0.3
2009,남자,09. C33-C34,폐,20-24세,2,0.1
2009,남자,09. C33-C34,폐,25-29세,10,0.5
2009,남자,09. C33-C34,폐,30-34세,32,1.6
2009,남자,09. C33-C34,폐,35-39세,84,3.6
2009,남자,09. C33-C34,폐,40-44세,191,8.7
2009,남자,09. C33-C34,폐,45-49세,423,19.0
2009,남자,09. C33-C34,폐,50-54세,809,42.9
2009,남자,09. C33-C34,폐,55-59세,1233,95.9
2009,남자,09. C33-C34,폐,60-64세,1865,183.6
2009,남자,09. C33-C34,폐,65-69세,2843,323.4
2009,남자,09. C33-C34,폐,70-74세,3000,479.0
2009,남자,09. C33-C34,폐,75-79세,2091,624.3
2009,남자,09. C33-C34,폐,80-84세,1093,691.4
2009,남자,09. C33-C34,폐,85세이상,513,599.3
2009,남자,09. C33-C34,폐,연령전체,14197,57.1
2009,여자,09. C33-C34,폐,00-04세,0,
2009,여자,09. C33-C34,폐,05-09세,0,
2009,여자,09. C33-C34,폐,10-14세,0,
2009,여자,09. C33-C34,폐,15-19세,1,0.1
2009,여자,09. C33-C34,폐,20-24세,6,0.4
2009,여자,09. C33-C34,폐,25-29세,14,0.7
2009,여자,09. C33-C34,폐,30-34세,32,1.7
2009,여자,09. C33-C34,폐,35-39세,89,4.0
2009,여자,09. C33-C34,폐,40-44세,150,7.0
2009,여자,09. C33-C34,폐,45-49세,233,10.9
2009,여자,09. C33-C34,폐,50-54세,425,22.9
2009,여자,09. C33-C34,폐,55-59세,431,33.2
2009,여자,09. C33-C34,폐,60-64세,562,52.4
2009,여자,09. C33-C34,폐,65-69세,786,75.6
2009,여자,09. C33-C34,폐,70-74세,881,103.3
2009,여자,09. C33-C34,폐,75-79세,915,154.9
2009,여자,09. C33-C34,폐,80-84세,673,190.3
2009,여자,09. C33-C34,폐,85세이상,517,209.4
2009,여자,09. C33-C34,폐,연령전체,5715,23.1
2010,남녀전체,09. C33-C34,폐,00-04세,1,0.0
2010,남녀전체,09. C33-C34,폐,05-09세,1,0.0
2010,남녀전체,09. C33-C34,폐,10-14세,2,0.1
2010,남녀전체,09. C33-C34,폐,15-19세,3,0.1
2010,남녀전체,09. C33-C34,폐,20-24세,9,0.3
2010,남녀전체,09. C33-C34,폐,25-29세,30,0.8
2010,남녀전체,09. C33-C34,폐,30-34세,73,1.9
2010,남녀전체,09. C33-C34,폐,35-39세,158,3.6
2010,남녀전체,09. C33-C34,폐,40-44세,323,7.3
2010,남녀전체,09. C33-C34,폐,45-49세,705,16.3
2010,남녀전체,09. C33-C34,폐,50-54세,1343,34.0
2010,남녀전체,09. C33-C34,폐,55-59세,1895,68.1
2010,남녀전체,09. C33-C34,폐,60-64세,2564,117.2
2010,남녀전체,09. C33-C34,폐,65-69세,3506,184.1
2010,남녀전체,09. C33-C34,폐,70-74세,4047,263.3
2010,남녀전체,09. C33-C34,폐,75-79세,3488,348.9
2010,남녀전체,09. C33-C34,폐,80-84세,1877,339.2
2010,남녀전체,09. C33-C34,폐,85세이상,1110,313.7
2010,남녀전체,09. C33-C34,폐,연령전체,21135,42.4
2010,남자,09. C33-C34,폐,00-04세,1,0.1
2010,남자,09. C33-C34,폐,05-09세,0,
2010,남자,09. C33-C34,폐,10-14세,0,
2010,남자,09. C33-C34,폐,15-19세,2,0.1
2010,남자,09. C33-C34,폐,20-24세,4,0.2
2010,남자,09. C33-C34,폐,25-29세,16,0.8
2010,남자,09. C33-C34,폐,30-34세,37,1.9
2010,남자,09. C33-C34,폐,35-39세,83,3.7
2010,남자,09. C33-C34,폐,40-44세,171,7.6
2010,남자,09. C33-C34,폐,45-49세,404,18.4
2010,남자,09. C33-C34,폐,50-54세,886,44.6
2010,남자,09. C33-C34,폐,55-59세,1354,97.9
2010,남자,09. C33-C34,폐,60-64세,1929,180.4
2010,남자,09. C33-C34,폐,65-69세,2762,314.8
2010,남자,09. C33-C34,폐,70-74세,3096,470.9
2010,남자,09. C33-C34,폐,75-79세,2479,669.2
2010,남자,09. C33-C34,폐,80-84세,1143,670.4
2010,남자,09. C33-C34,폐,85세이상,591,650.1
2010,남자,09. C33-C34,폐,연령전체,14958,59.9
2010,여자,09. C33-C34,폐,00-04세,0,
2010,여자,09. C33-C34,폐,05-09세,1,0.1
2010,여자,09. C33-C34,폐,10-14세,2,0.1
2010,여자,09. C33-C34,폐,15-19세,1,0.1
2010,여자,09. C33-C34,폐,20-24세,5,0.3
2010,여자,09. C33-C34,폐,25-29세,14,0.8
2010,여자,09. C33-C34,폐,30-34세,36,1.9
2010,여자,09. C33-C34,폐,35-39세,75,3.5
2010,여자,09. C33-C34,폐,40-44세,152,7.0
2010,여자,09. C33-C34,폐,45-49세,301,14.2
2010,여자,09. C33-C34,폐,50-54세,457,23.3
2010,여자,09. C33-C34,폐,55-59세,541,38.7
2010,여자,09. C33-C34,폐,60-64세,635,56.7
2010,여자,09. C33-C34,폐,65-69세,744,72.5
2010,여자,09. C33-C34,폐,70-74세,951,108.1
2010,여자,09. C33-C34,폐,75-79세,1009,160.4
2010,여자,09. C33-C34,폐,80-84세,734,191.7
2010,여자,09. C33-C34,폐,85세이상,519,197.4
2010,여자,09. C33-C34,폐,연령전체,6177,24.8
2011,남녀전체,09. C33-C34,폐,00-04세,1,0.0
2011,남녀전체,09. C33-C34,폐,05-09세,1,0.0
2011,남녀전체,09. C33-C34,폐,10-14세,2,0.1
2011,남녀전체,09. C33-C34,폐,15-19세,6,0.2
2011,남녀전체,09. C33-C34,폐,20-24세,10,0.3
2011,남녀전체,09. C33-C34,폐,25-29세,25,0.7
2011,남녀전체,09. C33-C34,폐,30-34세,61,1.5
2011,남녀전체,09. C33-C34,폐,35-39세,155,3.6
2011,남녀전체,09. C33-C34,폐,40-44세,387,8.6
2011,남녀전체,09. C33-C34,폐,45-49세,693,16.4
2011,남녀전체,09. C33-C34,폐,50-54세,1433,34.6
2011,남녀전체,09. C33-C34,폐,55-59세,2067,68.1
2011,남녀전체,09. C33-C34,폐,60-64세,2698,119.1
2011,남녀전체,09. C33-C34,폐,65-69세,3621,192.1
2011,남녀전체,09. C33-C34,폐,70-74세,4175,262.4
2011,남녀전체,09. C33-C34,폐,75-79세,3556,329.1
2011,남녀전체,09. C33-C34,폐,80-84세,2087,352.5
2011,남녀전체,09. C33-C34,폐,85세이상,1221,324.2
2011,남녀전체,09. C33-C34,폐,연령전체,22199,44.3
2011,남자,09. C33-C34,폐,00-04세,0,
2011,남자,09. C33-C34,폐,05-09세,0,
2011,남자,09. C33-C34,폐,10-14세,1,0.1
2011,남자,09. C33-C34,폐,15-19세,3,0.2
2011,남자,09. C33-C34,폐,20-24세,6,0.4
2011,남자,09. C33-C34,폐,25-29세,18,1.0
2011,남자,09. C33-C34,폐,30-34세,31,1.5
2011,남자,09. C33-C34,폐,35-39세,85,3.9
2011,남자,09. C33-C34,폐,40-44세,210,9.2
2011,남자,09. C33-C34,폐,45-49세,410,19.0
2011,남자,09. C33-C34,폐,50-54세,893,42.8
2011,남자,09. C33-C34,폐,55-59세,1457,96.7
2011,남자,09. C33-C34,폐,60-64세,2017,182.1
2011,남자,09. C33-C34,폐,65-69세,2763,315.4
2011,남자,09. C33-C34,폐,70-74세,3148,458.3
2011,남자,09. C33-C34,폐,75-79세,2549,622.2
2011,남자,09. C33-C34,폐,80-84세,1303,712.5
2011,남자,09. C33-C34,폐,85세이상,591,616.8
2011,남자,09. C33-C34,폐,연령전체,15485,61.7
2011,여자,09. C33-C34,폐,00-04세,1,0.1
2011,여자,09. C33-C34,폐,05-09세,1,0.1
2011,여자,09. C33-C34,폐,10-14세,1,0.1
2011,여자,09. C33-C34,폐,15-19세,3,0.2
2011,여자,09. C33-C34,폐,20-24세,4,0.3
2011,여자,09. C33-C34,폐,25-29세,7,0.4
2011,여자,09. C33-C34,폐,30-34세,30,1.5
2011,여자,09. C33-C34,폐,35-39세,70,3.3
2011,여자,09. C33-C34,폐,40-44세,177,8.0
2011,여자,09. C33-C34,폐,45-49세,283,13.7
2011,여자,09. C33-C34,폐,50-54세,540,26.3
2011,여자,09. C33-C34,폐,55-59세,610,39.9
2011,여자,09. C33-C34,폐,60-64세,681,58.8
2011,여자,09. C33-C34,폐,65-69세,858,85.0
2011,여자,09. C33-C34,폐,70-74세,1027,113.6
2011,여자,09. C33-C34,폐,75-79세,1007,150.1
2011,여자,09. C33-C34,폐,80-84세,784,191.6
2011,여자,09. C33-C34,폐,85세이상,630,224.3
2011,여자,09. C33-C34,폐,연령전체,6714,26.8
2012,남녀전체,09. C33-C34,폐,00-04세,1,0.0
2012,남녀전체,09. C33-C34,폐,05-09세,0,
2012,남녀전체,09. C33-C34,폐,10-14세,0,
2012,남녀전체,09. C33-C34,폐,15-19세,11,0.3
2012,남녀전체,09. C33-C34,폐,20-24세,5,0.2
2012,남녀전체,09. C33-C34,폐,25-29세,17,0.5
2012,남녀전체,09. C33-C34,폐,30-34세,48,1.2
2012,남녀전체,09. C33-C34,폐,35-39세,134,3.3
2012,남녀전체,09. C33-C34,폐,40-44세,337,7.4
2012,남녀전체,09. C33-C34,폐,45-49세,652,15.7
2012,남녀전체,09. C33-C34,폐,50-54세,1403,32.7
2012,남녀전체,09. C33-C34,폐,55-59세,2129,65.5
2012,남녀전체,09. C33-C34,폐,60-64세,2843,121.5
2012,남녀전체,09. C33-C34,폐,65-69세,3413,181.8
2012,남녀전체,09. C33-C34,폐,70-74세,4311,254.8
2012,남녀전체,09. C33-C34,폐,75-79세,3783,328.0
2012,남녀전체,09. C33-C34,폐,80-84세,2191,345.8
2012,남녀전체,09. C33-C34,폐,85세이상,1287,319.0
2012,남녀전체,09. C33-C34,폐,연령전체,22565,44.8
2012,남자,09. C33-C34,폐,00-04세,1,0.1
2012,남자,09. C33-C34,폐,05-09세,0,
2012,남자,09. C33-C34,폐,10-14세,0,
2012,남자,09. C33-C34,폐,15-19세,8,0.4
2012,남자,09. C33-C34,폐,20-24세,2,0.1
2012,남자,09. C33-C34,폐,25-29세,7,0.4
2012,남자,09. C33-C34,폐,30-34세,27,1.3
2012,남자,09. C33-C34,폐,35-39세,63,3.0
2012,남자,09. C33-C34,폐,40-44세,195,8.4
2012,남자,09. C33-C34,폐,45-49세,355,16.7
2012,남자,09. C33-C34,폐,50-54세,856,39.6
2012,남자,09. C33-C34,폐,55-59세,1449,89.7
2012,남자,09. C33-C34,폐,60-64세,2071,180.7
2012,남자,09. C33-C34,폐,65-69세,2567,291.8
2012,남자,09. C33-C34,폐,70-74세,3298,446.9
2012,남자,09. C33-C34,폐,75-79세,2709,608.3
2012,남자,09. C33-C34,폐,80-84세,1385,697.7
2012,남자,09. C33-C34,폐,85세이상,659,646.2
2012,남자,09. C33-C34,폐,연령전체,15652,62.1
2012,여자,09. C33-C34,폐,00-04세,0,
2012,여자,09. C33-C34,폐,05-09세,0,
2012,여자,09. C33-C34,폐,10-14세,0,
2012,여자,09. C33-C34,폐,15-19세,3,0.2
2012,여자,09. C33-C34,폐,20-24세,3,0.2
2012,여자,09. C33-C34,폐,25-29세,10,0.6
2012,여자,09. C33-C34,폐,30-34세,21,1.1
2012,여자,09. C33-C34,폐,35-39세,71,3.5
2012,여자,09. C33-C34,폐,40-44세,142,6.3
2012,여자,09. C33-C34,폐,45-49세,297,14.7
2012,여자,09. C33-C34,폐,50-54세,547,25.7
2012,여자,09. C33-C34,폐,55-59세,680,41.7
2012,여자,09. C33-C34,폐,60-64세,772,64.6
2012,여자,09. C33-C34,폐,65-69세,846,84.8
2012,여자,09. C33-C34,폐,70-74세,1013,106.2
2012,여자,09. C33-C34,폐,75-79세,1074,151.7
2012,여자,09. C33-C34,폐,80-84세,806,185.2
2012,여자,09. C33-C34,폐,85세이상,628,208.3
2012,여자,09. C33-C34,폐,연령전체,6913,27.5
2013,남녀전체,09. C33-C34,폐,00-04세,3,0.1
2013,남녀전체,09. C33-C34,폐,05-09세,0,
2013,남녀전체,09. C33-C34,폐,10-14세,3,0.1
2013,남녀전체,09. C33-C34,폐,15-19세,6,0.2
2013,남녀전체,09. C33-C34,폐,20-24세,14,0.4
2013,남녀전체,09. C33-C34,폐,25-29세,23,0.7
2013,남녀전체,09. C33-C34,폐,30-34세,66,1.6
2013,남녀전체,09. C33-C34,폐,35-39세,140,3.5
2013,남녀전체,09. C33-C34,폐,40-44세,380,8.3
2013,남녀전체,09. C33-C34,폐,45-49세,588,14.0
2013,남녀전체,09. C33-C34,폐,50-54세,1424,32.8
2013,남녀전체,09. C33-C34,폐,55-59세,2219,64.3
2013,남녀전체,09. C33-C34,폐,60-64세,2739,113.0
2013,남녀전체,09. C33-C34,폐,65-69세,3465,180.4
2013,남녀전체,09. C33-C34,폐,70-74세,4701,265.2
2013,남녀전체,09. C33-C34,폐,75-79세,4054,331.7
2013,남녀전체,09. C33-C34,폐,80-84세,2332,343.8
2013,남녀전체,09. C33-C34,폐,85세이상,1407,321.7
2013,남녀전체,09. C33-C34,폐,연령전체,23564,46.6
2013,남자,09. C33-C34,폐,00-04세,1,0.1
2013,남자,09. C33-C34,폐,05-09세,0,
2013,남자,09. C33-C34,폐,10-14세,2,0.1
2013,남자,09. C33-C34,폐,15-19세,4,0.2
2013,남자,09. C33-C34,폐,20-24세,10,0.6
2013,남자,09. C33-C34,폐,25-29세,12,0.7
2013,남자,09. C33-C34,폐,30-34세,27,1.3
2013,남자,09. C33-C34,폐,35-39세,75,3.7
2013,남자,09. C33-C34,폐,40-44세,222,9.6
2013,남자,09. C33-C34,폐,45-49세,325,15.2
2013,남자,09. C33-C34,폐,50-54세,857,39.2
2013,남자,09. C33-C34,폐,55-59세,1465,85.1
2013,남자,09. C33-C34,폐,60-64세,2039,171.8
2013,남자,09. C33-C34,폐,65-69세,2617,288.2
2013,남자,09. C33-C34,폐,70-74세,3621,464.8
2013,남자,09. C33-C34,폐,75-79세,2943,613.7
2013,남자,09. C33-C34,폐,80-84세,1495,688.0
2013,남자,09. C33-C34,폐,85세이상,723,656.8
2013,남자,09. C33-C34,폐,연령전체,16438,65.0
2013,여자,09. C33-C34,폐,00-04세,2,0.2
2013,여자,09. C33-C34,폐,05-09세,0,
2013,여자,09. C33-C34,폐,10-14세,1,0.1
2013,여자,09. C33-C34,폐,15-19세,2,0.1
2013,여자,09. C33-C34,폐,20-24세,4,0.3
2013,여자,09. C33-C34,폐,25-29세,11,0.7
2013,여자,09. C33-C34,폐,30-34세,39,2.0
2013,여자,09. C33-C34,폐,35-39세,65,3.3
2013,여자,09. C33-C34,폐,40-44세,158,7.1
2013,여자,09. C33-C34,폐,45-49세,263,12.7
2013,여자,09. C33-C34,폐,50-54세,567,26.4
2013,여자,09. C33-C34,폐,55-59세,754,43.6
2013,여자,09. C33-C34,폐,60-64세,700,56.6
2013,여자,09. C33-C34,폐,65-69세,848,83.8
