cause,date,dead
UCD malignant neoplasms,2015-10,50889
UCD malignant neoplasms,2015-11,48800
UCD malignant neoplasms,2015-12,50462
UCD malignant neoplasms,2016-01,51863
UCD malignant neoplasms,2016-02,48258
UCD malignant neoplasms,2016-03,51566
UCD malignant neoplasms,2016-04,48574
UCD malignant neoplasms,2016-05,49589
UCD malignant neoplasms,2016-06,47587
UCD malignant neoplasms,2016-07,49792
UCD malignant neoplasms,2016-08,50593
UCD malignant neoplasms,2016-09,48688
UCD malignant neoplasms,2016-10,50815
UCD malignant neoplasms,2016-11,49285
UCD malignant neoplasms,2016-12,51428
UCD malignant neoplasms,2017-01,52120
UCD malignant neoplasms,2017-02,46531
UCD malignant neoplasms,2017-03,50785
UCD malignant neoplasms,2017-04,49056
UCD malignant neoplasms,2017-05,49814
UCD malignant neoplasms,2017-06,48436
UCD malignant neoplasms,2017-07,50439
UCD malignant neoplasms,2017-08,50351
UCD malignant neoplasms,2017-09,48987
UCD malignant neoplasms,2017-10,51132
UCD malignant neoplasms,2017-11,49456
UCD malignant neoplasms,2017-12,52001
UCD malignant neoplasms,2018-01,52876
UCD malignant neoplasms,2018-02,46447
UCD malignant neoplasms,2018-03,50689
UCD malignant neoplasms,2018-04,48786
UCD malignant neoplasms,2018-05,49582
UCD malignant neoplasms,2018-06,48344
UCD malignant neoplasms,2018-07,49870
UCD malignant neoplasms,2018-08,50582
UCD malignant neoplasms,2018-09,49018
UCD malignant neoplasms,2018-10,51631
UCD malignant neoplasms,2018-11,49827
UCD malignant neoplasms,2018-12,51622
UCD malignant neoplasms,2019-01,52087
UCD malignant neoplasms,2019-02,46739
UCD malignant neoplasms,2019-03,51450
UCD malignant neoplasms,2019-04,48493
UCD malignant neoplasms,2019-05,50627
UCD malignant neoplasms,2019-06,48621
UCD malignant neoplasms,2019-07,50055
UCD malignant neoplasms,2019-08,50508
UCD malignant neoplasms,2019-09,48945
UCD malignant neoplasms,2019-10,51501
UCD malignant neoplasms,2019-11,49697
UCD malignant neoplasms,2019-12,50878
UCD malignant neoplasms,2020-01,52549
UCD malignant neoplasms,2020-02,48694
UCD malignant neoplasms,2020-03,51556
UCD malignant neoplasms,2020-04,48703
UCD malignant neoplasms,2020-05,48958
UCD malignant neoplasms,2020-06,47908
UCD malignant neoplasms,2020-07,50565
UCD malignant neoplasms,2020-08,51156
UCD malignant neoplasms,2020-09,49617
UCD malignant neoplasms,2020-10,51197
UCD malignant neoplasms,2020-11,49595
UCD malignant neoplasms,2020-12,51852
UCD malignant neoplasms,2021-01,51533
UCD malignant neoplasms,2021-02,46026
UCD malignant neoplasms,2021-03,50262
UCD malignant neoplasms,2021-04,49232
UCD malignant neoplasms,2021-05,50506
UCD malignant neoplasms,2021-06,49192
UCD malignant neoplasms,2021-07,51212
UCD malignant neoplasms,2021-08,52286
UCD malignant neoplasms,2021-09,50227
UCD malignant neoplasms,2021-10,52047
UCD malignant neoplasms,2021-11,50271
UCD malignant neoplasms,2021-12,52419
UCD malignant neoplasms,2022-01,53133
UCD malignant neoplasms,2022-02,46359
UCD malignant neoplasms,2022-03,50975
UCD malignant neoplasms,2022-04,48914
UCD malignant neoplasms,2022-05,50604
UCD malignant neoplasms,2022-06,49131
UCD malignant neoplasms,2022-07,51111
UCD malignant neoplasms,2022-08,51515
UCD malignant neoplasms,2022-09,50251
UCD malignant neoplasms,2022-10,52031
UCD malignant neoplasms,2022-11,51026
UCD malignant neoplasms,2022-12,53321
UCD malignant neoplasms,2023-01,52346
UCD malignant neoplasms,2023-02,47599
UCD malignant neoplasms,2023-03,51770
UCD malignant neoplasms,2023-04,49511
UCD malignant neoplasms,2023-05,51163
UCD malignant neoplasms,2023-06,49931
UCD malignant neoplasms,2023-07,51397
UCD malignant neoplasms,2023-08,52195
UCD malignant neoplasms,2023-09,50429
UCD malignant neoplasms,2023-10,52779
UCD malignant neoplasms,2023-11,50670
UCD malignant neoplasms,2023-12,53562
UCD malignant neoplasms,2024-01,53262
UCD malignant neoplasms,2024-02,49524
UCD malignant neoplasms,2024-03,52236
UCD malignant neoplasms,2024-04,50128
UCD malignant neoplasms,2024-05,51346
UCD malignant neoplasms,2024-06,49972
UCD malignant neoplasms,2024-07,52290
UCD malignant neoplasms,2024-08,52722
UCD malignant neoplasms,2024-09,50898
UCD malignant neoplasms,2024-10,52478
UCD malignant neoplasms,2024-11,51192
UCD malignant neoplasms,2024-12,53757
UCD malignant neoplasms,2025-01,54787
UCD malignant neoplasms,2025-02,48939
UCD malignant neoplasms,2025-03,52774
UCD malignant neoplasms,2025-04,48771
UCD malignant neoplasms,2025-05,22274
MCD malignant neoplasms,1999-01,53479
MCD malignant neoplasms,1999-02,49230
MCD malignant neoplasms,1999-03,53692
MCD malignant neoplasms,1999-04,49236
MCD malignant neoplasms,1999-05,50862
MCD malignant neoplasms,1999-06,48559
MCD malignant neoplasms,1999-07,50683
MCD malignant neoplasms,1999-08,50379
MCD malignant neoplasms,1999-09,49444
MCD malignant neoplasms,1999-10,52386
MCD malignant neoplasms,1999-11,50121
MCD malignant neoplasms,1999-12,53799
MCD malignant neoplasms,2000-01,55132
MCD malignant neoplasms,2000-02,48815
MCD malignant neoplasms,2000-03,51192
MCD malignant neoplasms,2000-04,49380
MCD malignant neoplasms,2000-05,50957
MCD malignant neoplasms,2000-06,49171
MCD malignant neoplasms,2000-07,50695
MCD malignant neoplasms,2000-08,51518
MCD malignant neoplasms,2000-09,50479
MCD malignant neoplasms,2000-10,52692
MCD malignant neoplasms,2000-11,51048
MCD malignant neoplasms,2000-12,52668
MCD malignant neoplasms,2001-01,53530
MCD malignant neoplasms,2001-02,47991
MCD malignant neoplasms,2001-03,52599
MCD malignant neoplasms,2001-04,50932
MCD malignant neoplasms,2001-05,51294
MCD malignant neoplasms,2001-06,49739
MCD malignant neoplasms,2001-07,50291
MCD malignant neoplasms,2001-08,51751
MCD malignant neoplasms,2001-09,50064
MCD malignant neoplasms,2001-10,52520
MCD malignant neoplasms,2001-11,50469
MCD malignant neoplasms,2001-12,52446
MCD malignant neoplasms,2002-01,53572
MCD malignant neoplasms,2002-02,49306
MCD malignant neoplasms,2002-03,53845
MCD malignant neoplasms,2002-04,49883
MCD malignant neoplasms,2002-05,51847
MCD malignant neoplasms,2002-06,48922
MCD malignant neoplasms,2002-07,51193
MCD malignant neoplasms,2002-08,51352
MCD malignant neoplasms,2002-09,50113
MCD malignant neoplasms,2002-10,52362
MCD malignant neoplasms,2002-11,51147
MCD malignant neoplasms,2002-12,53205
MCD malignant neoplasms,2003-01,53513
MCD malignant neoplasms,2003-02,47870
MCD malignant neoplasms,2003-03,52253
MCD malignant neoplasms,2003-04,50141
MCD malignant neoplasms,2003-05,51298
MCD malignant neoplasms,2003-06,49583
MCD malignant neoplasms,2003-07,50802
MCD malignant neoplasms,2003-08,51612
MCD malignant neoplasms,2003-09,49767
MCD malignant neoplasms,2003-10,52760
MCD malignant neoplasms,2003-11,50927
MCD malignant neoplasms,2003-12,54834
MCD malignant neoplasms,2004-01,54265
MCD malignant neoplasms,2004-02,49510
MCD malignant neoplasms,2004-03,52518
MCD malignant neoplasms,2004-04,49714
MCD malignant neoplasms,2004-05,50769
MCD malignant neoplasms,2004-06,49043
MCD malignant neoplasms,2004-07,50809
MCD malignant neoplasms,2004-08,50889
MCD malignant neoplasms,2004-09,49296
MCD malignant neoplasms,2004-10,51899
MCD malignant neoplasms,2004-11,49574
MCD malignant neoplasms,2004-12,52500
MCD malignant neoplasms,2005-01,53732
MCD malignant neoplasms,2005-02,49354
MCD malignant neoplasms,2005-03,53799
MCD malignant neoplasms,2005-04,50541
MCD malignant neoplasms,2005-05,51327
MCD malignant neoplasms,2005-06,49421
MCD malignant neoplasms,2005-07,50715
MCD malignant neoplasms,2005-08,51469
MCD malignant neoplasms,2005-09,50134
MCD malignant neoplasms,2005-10,51871
MCD malignant neoplasms,2005-11,50630
MCD malignant neoplasms,2005-12,53653
MCD malignant neoplasms,2006-01,53455
MCD malignant neoplasms,2006-02,48765
MCD malignant neoplasms,2006-03,53741
MCD malignant neoplasms,2006-04,49933
MCD malignant neoplasms,2006-05,51769
MCD malignant neoplasms,2006-06,49509
MCD malignant neoplasms,2006-07,51092
MCD malignant neoplasms,2006-08,51146
MCD malignant neoplasms,2006-09,50546
MCD malignant neoplasms,2006-10,52734
MCD malignant neoplasms,2006-11,51011
MCD malignant neoplasms,2006-12,52891
MCD malignant neoplasms,2007-01,53666
MCD malignant neoplasms,2007-02,49064
MCD malignant neoplasms,2007-03,52769
MCD malignant neoplasms,2007-04,50595
MCD malignant neoplasms,2007-05,51289
MCD malignant neoplasms,2007-06,49935
MCD malignant neoplasms,2007-07,51595
MCD malignant neoplasms,2007-08,51888
MCD malignant neoplasms,2007-09,50712
MCD malignant neoplasms,2007-10,52597
MCD malignant neoplasms,2007-11,51109
MCD malignant neoplasms,2007-12,53372
MCD malignant neoplasms,2008-01,53642
MCD malignant neoplasms,2008-02,51502
MCD malignant neoplasms,2008-03,53566
MCD malignant neoplasms,2008-04,50779
MCD malignant neoplasms,2008-05,51680
MCD malignant neoplasms,2008-06,49817
MCD malignant neoplasms,2008-07,51262
MCD malignant neoplasms,2008-08,51789
MCD malignant neoplasms,2008-09,50365
MCD malignant neoplasms,2008-10,52528
MCD malignant neoplasms,2008-11,51437
MCD malignant neoplasms,2008-12,53433
MCD malignant neoplasms,2009-01,53979
MCD malignant neoplasms,2009-02,48666
MCD malignant neoplasms,2009-03,53016
MCD malignant neoplasms,2009-04,50934
MCD malignant neoplasms,2009-05,51496
MCD malignant neoplasms,2009-06,50204
MCD malignant neoplasms,2009-07,51868
MCD malignant neoplasms,2009-08,52067
MCD malignant neoplasms,2009-09,50784
MCD malignant neoplasms,2009-10,53851
MCD malignant neoplasms,2009-11,51679
MCD malignant neoplasms,2009-12,53961
MCD malignant neoplasms,2010-01,54436
MCD malignant neoplasms,2010-02,49125
MCD malignant neoplasms,2010-03,53922
MCD malignant neoplasms,2010-04,51272
MCD malignant neoplasms,2010-05,52649
MCD malignant neoplasms,2010-06,50769
MCD malignant neoplasms,2010-07,52936
MCD malignant neoplasms,2010-08,53001
MCD malignant neoplasms,2010-09,51170
MCD malignant neoplasms,2010-10,53705
MCD malignant neoplasms,2010-11,52260
MCD malignant neoplasms,2010-12,55057
MCD malignant neoplasms,2011-01,55148
MCD malignant neoplasms,2011-02,49807
MCD malignant neoplasms,2011-03,54338
MCD malignant neoplasms,2011-04,51252
MCD malignant neoplasms,2011-05,52578
MCD malignant neoplasms,2011-06,50978
MCD malignant neoplasms,2011-07,52622
MCD malignant neoplasms,2011-08,53324
MCD malignant neoplasms,2011-09,51702
MCD malignant neoplasms,2011-10,53612
MCD malignant neoplasms,2011-11,51767
MCD malignant neoplasms,2011-12,54206
MCD malignant neoplasms,2012-01,54866
MCD malignant neoplasms,2012-02,51085
MCD malignant neoplasms,2012-03,54119
MCD malignant neoplasms,2012-04,51542
MCD malignant neoplasms,2012-05,53178
MCD malignant neoplasms,2012-06,51571
MCD malignant neoplasms,2012-07,52871
MCD malignant neoplasms,2012-08,53879
MCD malignant neoplasms,2012-09,52282
MCD malignant neoplasms,2012-10,54333
MCD malignant neoplasms,2012-11,52979
MCD malignant neoplasms,2012-12,55876
MCD malignant neoplasms,2013-01,57318
MCD malignant neoplasms,2013-02,50175
MCD malignant neoplasms,2013-03,54878
MCD malignant neoplasms,2013-04,52214
MCD malignant neoplasms,2013-05,53071
MCD malignant neoplasms,2013-06,51462
MCD malignant neoplasms,2013-07,53521
MCD malignant neoplasms,2013-08,53977
MCD malignant neoplasms,2013-09,51949
MCD malignant neoplasms,2013-10,54527
MCD malignant neoplasms,2013-11,52775
MCD malignant neoplasms,2013-12,54960
MCD malignant neoplasms,2014-01,56331
MCD malignant neoplasms,2014-02,50127
MCD malignant neoplasms,2014-03,55396
MCD malignant neoplasms,2014-04,52964
MCD malignant neoplasms,2014-05,54074
MCD malignant neoplasms,2014-06,52365
MCD malignant neoplasms,2014-07,53627
MCD malignant neoplasms,2014-08,53991
MCD malignant neoplasms,2014-09,52652
MCD malignant neoplasms,2014-10,55544
MCD malignant neoplasms,2014-11,54063
MCD malignant neoplasms,2014-12,56185
MCD malignant neoplasms,2015-01,57883
MCD malignant neoplasms,2015-02,51029
MCD malignant neoplasms,2015-03,56374
MCD malignant neoplasms,2015-04,53421
MCD malignant neoplasms,2015-05,54881
MCD malignant neoplasms,2015-06,52467
MCD malignant neoplasms,2015-07,54604
MCD malignant neoplasms,2015-08,54717
MCD malignant neoplasms,2015-09,53139
MCD malignant neoplasms,2015-10,55569
MCD malignant neoplasms,2015-11,53386
MCD malignant neoplasms,2015-12,55202
MCD malignant neoplasms,2016-01,57088
MCD malignant neoplasms,2016-02,53021
MCD malignant neoplasms,2016-03,56766
MCD malignant neoplasms,2016-04,53365
MCD malignant neoplasms,2016-05,54362
MCD malignant neoplasms,2016-06,52117
MCD malignant neoplasms,2016-07,54392
MCD malignant neoplasms,2016-08,55306
MCD malignant neoplasms,2016-09,53095
MCD malignant neoplasms,2016-10,55727
MCD malignant neoplasms,2016-11,54165
MCD malignant neoplasms,2016-12,56792
MCD malignant neoplasms,2017-01,57665
MCD malignant neoplasms,2017-02,51508
MCD malignant neoplasms,2017-03,56214
MCD malignant neoplasms,2017-04,54016
MCD malignant neoplasms,2017-05,54904
MCD malignant neoplasms,2017-06,53134
MCD malignant neoplasms,2017-07,55358
MCD malignant neoplasms,2017-08,55139
MCD malignant neoplasms,2017-09,53727
MCD malignant neoplasms,2017-10,56138
MCD malignant neoplasms,2017-11,54609
MCD malignant neoplasms,2017-12,57495
MCD malignant neoplasms,2018-01,59186
MCD malignant neoplasms,2018-02,51879
MCD malignant neoplasms,2018-03,56271
MCD malignant neoplasms,2018-04,53984
MCD malignant neoplasms,2018-05,54795
MCD malignant neoplasms,2018-06,53205
MCD malignant neoplasms,2018-07,54769
MCD malignant neoplasms,2018-08,55483
MCD malignant neoplasms,2018-09,53885
MCD malignant neoplasms,2018-10,56882
MCD malignant neoplasms,2018-11,55132
MCD malignant neoplasms,2018-12,57165
MCD malignant neoplasms,2019-01,58020
MCD malignant neoplasms,2019-02,52006
MCD malignant neoplasms,2019-03,57208
MCD malignant neoplasms,2019-04,53884
MCD malignant neoplasms,2019-05,56030
MCD malignant neoplasms,2019-06,53798
MCD malignant neoplasms,2019-07,55157
MCD malignant neoplasms,2019-08,55579
MCD malignant neoplasms,2019-09,54031
MCD malignant neoplasms,2019-10,56963
MCD malignant neoplasms,2019-11,55310
MCD malignant neoplasms,2019-12,56777
MCD malignant neoplasms,2020-01,58745
MCD malignant neoplasms,2020-02,54300
MCD malignant neoplasms,2020-03,57934
MCD malignant neoplasms,2020-04,56766
MCD malignant neoplasms,2020-05,55823
MCD malignant neoplasms,2020-06,53854
MCD malignant neoplasms,2020-07,57344
MCD malignant neoplasms,2020-08,57653
MCD malignant neoplasms,2020-09,55856
MCD malignant neoplasms,2020-10,58107
MCD malignant neoplasms,2020-11,57603
MCD malignant neoplasms,2020-12,61874
MCD malignant neoplasms,2021-01,61699
MCD malignant neoplasms,2021-02,53498
MCD malignant neoplasms,2021-03,56998
MCD malignant neoplasms,2021-04,55674
MCD malignant neoplasms,2021-05,56848
MCD malignant neoplasms,2021-06,55095
MCD malignant neoplasms,2021-07,57447
MCD malignant neoplasms,2021-08,59929
MCD malignant neoplasms,2021-09,58136
MCD malignant neoplasms,2021-10,59758
MCD malignant neoplasms,2021-11,57903
MCD malignant neoplasms,2021-12,60799
MCD malignant neoplasms,2022-01,64543
MCD malignant neoplasms,2022-02,55166
MCD malignant neoplasms,2022-03,58285
MCD malignant neoplasms,2022-04,55305
MCD malignant neoplasms,2022-05,57460
MCD malignant neoplasms,2022-06,55797
MCD malignant neoplasms,2022-07,58143
MCD malignant neoplasms,2022-08,58600
MCD malignant neoplasms,2022-09,57029
MCD malignant neoplasms,2022-10,59069
MCD malignant neoplasms,2022-11,58194
MCD malignant neoplasms,2022-12,61584
MCD malignant neoplasms,2023-01,60253
MCD malignant neoplasms,2023-02,54287
MCD malignant neoplasms,2023-03,59011
MCD malignant neoplasms,2023-04,56333
MCD malignant neoplasms,2023-05,57811
MCD malignant neoplasms,2023-06,56284
MCD malignant neoplasms,2023-07,57768
MCD malignant neoplasms,2023-08,58751
MCD malignant neoplasms,2023-09,57066
MCD malignant neoplasms,2023-10,59570
MCD malignant neoplasms,2023-11,57661
MCD malignant neoplasms,2023-12,61327
MCD malignant neoplasms,2024-01,61486
MCD malignant neoplasms,2024-02,56570
MCD malignant neoplasms,2024-03,59456
MCD malignant neoplasms,2024-04,56786
MCD malignant neoplasms,2024-05,58050
MCD malignant neoplasms,2024-06,56620
MCD malignant neoplasms,2024-07,58974
MCD malignant neoplasms,2024-08,59557
MCD malignant neoplasms,2024-09,57471
MCD malignant neoplasms,2024-10,59448
MCD malignant neoplasms,2024-11,58047
MCD malignant neoplasms,2024-12,61240
MCD malignant neoplasms,2025-01,63127
MCD malignant neoplasms,2025-02,56322
MCD malignant neoplasms,2025-03,60227
MCD malignant neoplasms,2025-04,55331
MCD malignant neoplasms,2025-05,24811
MCD malignant neoplasms and MCD COVID,2020-03,313
MCD malignant neoplasms and MCD COVID,2020-04,2411
MCD malignant neoplasms and MCD COVID,2020-05,1612
MCD malignant neoplasms and MCD COVID,2020-06,864
MCD malignant neoplasms and MCD COVID,2020-07,1366
MCD malignant neoplasms and MCD COVID,2020-08,1277
MCD malignant neoplasms and MCD COVID,2020-09,912
MCD malignant neoplasms and MCD COVID,2020-10,1180
MCD malignant neoplasms and MCD COVID,2020-11,2716
MCD malignant neoplasms and MCD COVID,2020-12,4740
MCD malignant neoplasms and MCD COVID,2021-01,5032
MCD malignant neoplasms and MCD COVID,2021-02,2669
MCD malignant neoplasms and MCD COVID,2021-03,1416
MCD malignant neoplasms and MCD COVID,2021-04,1215
MCD malignant neoplasms and MCD COVID,2021-05,982
MCD malignant neoplasms and MCD COVID,2021-06,561
MCD malignant neoplasms and MCD COVID,2021-07,628
MCD malignant neoplasms and MCD COVID,2021-08,1989
MCD malignant neoplasms and MCD COVID,2021-09,2649
MCD malignant neoplasms and MCD COVID,2021-10,2021
MCD malignant neoplasms and MCD COVID,2021-11,1746
MCD malignant neoplasms and MCD COVID,2021-12,2405
MCD malignant neoplasms and MCD COVID,2022-01,5995
MCD malignant neoplasms and MCD COVID,2022-02,4547
MCD malignant neoplasms and MCD COVID,2022-03,1745
MCD malignant neoplasms and MCD COVID,2022-04,834
MCD malignant neoplasms and MCD COVID,2022-05,993
MCD malignant neoplasms and MCD COVID,2022-06,1203
MCD malignant neoplasms and MCD COVID,2022-07,1660
MCD malignant neoplasms and MCD COVID,2022-08,1789
MCD malignant neoplasms and MCD COVID,2022-09,1437
MCD malignant neoplasms and MCD COVID,2022-10,1261
MCD malignant neoplasms and MCD COVID,2022-11,1260
MCD malignant neoplasms and MCD COVID,2022-12,1655
MCD malignant neoplasms and MCD COVID,2023-01,1768
MCD malignant neoplasms and MCD COVID,2023-02,1152
MCD malignant neoplasms and MCD COVID,2023-03,977
MCD malignant neoplasms and MCD COVID,2023-04,686
MCD malignant neoplasms and MCD COVID,2023-05,514
MCD malignant neoplasms and MCD COVID,2023-06,369
MCD malignant neoplasms and MCD COVID,2023-07,327
MCD malignant neoplasms and MCD COVID,2023-08,456
MCD malignant neoplasms and MCD COVID,2023-09,752
MCD malignant neoplasms and MCD COVID,2023-10,698
MCD malignant neoplasms and MCD COVID,2023-11,757
MCD malignant neoplasms and MCD COVID,2023-12,987
MCD malignant neoplasms and MCD COVID,2024-01,1231
MCD malignant neoplasms and MCD COVID,2024-02,774
MCD malignant neoplasms and MCD COVID,2024-03,514
