year,code,cause,dead
2018,C91.1,Chronic lymphocytic leukaemia - Malignant neoplasms,151
2018,C92.0,Acute myeloid leukaemia - Malignant neoplasms,298
2018,C92.1,Chronic myeloid leukaemia - Malignant neoplasms,44
2018,C92.7,Other myeloid leukaemia - Malignant neoplasms,30
2018,C95.0,Acute leukaemia of unspecified cell type - Malignant neoplasms,58
2018,C95.9,"Leukaemia, unspecified - Malignant neoplasms",44
2018,C97,Malignant neoplasms of independent (primary) multiple sites,86
2018,D32.9,"Meninges, unspecified - Benign neoplasms",10
2018,D38.1,"Trachea, bronchus and lung - Uncertain neoplasms",15
2018,D41.4,Bladder - Uncertain neoplasms,10
2018,D43.2,"Brain, unspecified - Uncertain neoplasms",12
2018,D45,Polycythaemia vera,16
2018,D46.9,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",148
2018,D47.1,Chronic myeloproliferative disease - Uncertain neoplasms,44
2018,D48.9,"Neoplasm of uncertain or unknown behaviour, unspecified - Uncertain neoplasms",12
2018,D50.0,Iron deficiency anaemia secondary to blood loss (chronic),15
2018,D57.1,Sickle-cell anaemia without crisis,11
2018,D61.9,"Aplastic anaemia, unspecified",51
2018,D62,Acute posthaemorrhagic anaemia,41
2018,D64.9,"Anaemia, unspecified",130
2018,D65,Disseminated intravascular coagulation [defibrination syndrome],58
2018,D68.9,"Coagulation defect, unspecified",60
2018,D69.6,"Thrombocytopenia, unspecified",40
2018,D70,Agranulocytosis,28
2018,D72.8,Other specified disorders of white blood cells,19
2018,D76.1,Haemophagocytic lymphohistiocytosis,21
2018,D86.9,"Sarcoidosis, unspecified",15
2018,D89.9,"Disorder involving the immune mechanism, unspecified",15
2018,E03.5,Myxoedema coma,12
2018,E03.9,"Hypothyroidism, unspecified",25
2018,E05.9,"Thyrotoxicosis, unspecified",12
2018,E10.1,"Insulin-dependent diabetes mellitus, with ketoacidosis",13
2018,E10.2,"Insulin-dependent diabetes mellitus, with renal complications",34
2018,E10.7,"Insulin-dependent diabetes mellitus, with multiple complications",12
2018,E10.9,"Insulin-dependent diabetes mellitus, without complications",22
2018,E11.1,"Non-insulin-dependent diabetes mellitus, with ketoacidosis",43
2018,E11.2,"Non-insulin-dependent diabetes mellitus, with renal complications",518
2018,E11.5,"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications",39
2018,E11.6,"Non-insulin-dependent diabetes mellitus, with other specified complications",13
2018,E11.7,"Non-insulin-dependent diabetes mellitus, with multiple complications",113
2018,E11.9,"Non-insulin-dependent diabetes mellitus, without complications",338
2018,E14.0,"Unspecified diabetes mellitus, with coma",17
2018,E14.1,"Unspecified diabetes mellitus, with ketoacidosis",172
2018,E14.2,"Unspecified diabetes mellitus, with renal complications",515
2018,E14.5,"Unspecified diabetes mellitus, with peripheral circulatory complications",58
2018,E14.6,"Unspecified diabetes mellitus, with other specified complications",10
2018,E14.7,"Unspecified diabetes mellitus, with multiple complications",112
2018,E14.9,"Unspecified diabetes mellitus, without complications",393
2018,E16.2,"Hypoglycaemia, unspecified",19
2018,E43,Unspecified severe protein-energy malnutrition,152
2018,E46,Unspecified protein-energy malnutrition,117
2018,E66.2,Extreme obesity with alveolar hypoventilation,37
2018,E66.8,Other obesity,101
2018,E66.9,"Obesity, unspecified",22
2018,E72.2,Disorders of urea cycle metabolism,11
2018,E78.5,"Hyperlipidaemia, unspecified",40
2018,E78.9,"Disorder of lipoprotein metabolism, unspecified",10
2018,E83.5,Disorders of calcium metabolism,27
2018,E85.4,Organ-limited amyloidosis,28
2018,E85.9,"Amyloidosis, unspecified",20
2018,E86,Volume depletion,248
2018,E87.0,Hyperosmolality and hypernatraemia,99
2018,E87.1,Hypo-osmolality and hyponatraemia,50
2018,E87.2,Acidosis,377
2018,E87.5,Hyperkalaemia,164
2018,E87.6,Hypokalaemia,18
2018,E87.7,Fluid overload,41
2018,E87.8,"Other disorders of electrolyte and fluid balance, not elsewhere classified",13
2018,E88.3,Tumor lysis syndrome,10
2018,E88.9,"Metabolic disorder, unspecified",175
2018,F01.1,Multi-infarct dementia,16
2018,F01.9,"Vascular dementia, unspecified",143
2018,F03,Unspecified dementia,1770
2018,F05.1,Delirium superimposed on dementia,17
2018,F05.9,"Delirium, unspecified",14
2018,F10.1,"Mental and behavioural disorders due to use of alcohol, harmful use",41
2018,F10.2,"Mental and behavioural disorders due to use of alcohol, dependence syndrome",36
2018,F15.1,"Mental and behavioural disorders due to use of other stimulants, including caffeine, harmful use",14
2018,F19.1,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",32
2018,F19.9,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder",13
2018,F54,Psychological and behavioural factors associated with disorders or diseases classified elsewhere,20
2018,G06.2,"Extradural and subdural abscess, unspecified",12
2018,G12.2,Motor neuron disease,15
2018,G20,Parkinson disease,270
2018,G30.1,Alzheimer disease with late onset,38
2018,G30.9,"Alzheimer disease, unspecified",1083
2018,G31.1,"Senile degeneration of brain, not elsewhere classified",105
2018,G31.8,Other specified degenerative diseases of nervous system,50
2018,G31.9,"Degenerative disease of nervous system, unspecified",18
2018,G35,Multiple sclerosis,55
2018,G40.9,"Epilepsy, unspecified",12
2018,G41.9,"Status epilepticus, unspecified",43
2018,G47.3,Sleep apnoea,17
2018,G70.0,Myasthenia gravis,11
2018,G80.9,"Infantile cerebral palsy, unspecified",18
2018,G82.2,"Paraplegia, unspecified",12
2018,G82.5,"Tetraplegia, unspecified",17
2018,G92,Toxic encephalopathy,24
2018,G93.1,"Anoxic brain damage, not elsewhere classified",239
2018,G93.4,"Encephalopathy, unspecified",222
2018,I05.0,Mitral stenosis,26
2018,I05.9,"Mitral valve disease, unspecified",36
2018,I07.1,Tricuspid insufficiency,17
2018,I08.0,Disorders of both mitral and aortic valves,38
2018,I10,Essential (primary) hypertension,410
2018,I11.0,Hypertensive heart disease with (congestive) heart failure,206
2018,I11.9,Hypertensive heart disease without (congestive) heart failure,80
2018,I12.0,Hypertensive renal disease with renal failure,582
2018,I12.9,Hypertensive renal disease without renal failure,33
2018,I13.0,Hypertensive heart and renal disease with (congestive) heart failure,45
2018,I13.1,Hypertensive heart and renal disease with renal failure,47
2018,I13.2,Hypertensive heart and renal disease with both (congestive) heart failure and renal failure,158
2018,I13.9,"Hypertensive heart and renal disease, unspecified",18
2018,I21.4,Acute subendocardial myocardial infarction,595
2018,I21.9,"Acute myocardial infarction, unspecified",1279
2018,I24.9,"Acute ischaemic heart disease, unspecified",44
2018,I25.0,"Atherosclerotic cardiovascular disease, so described",157
2018,I25.1,Atherosclerotic heart disease,2131
2018,I25.5,Ischaemic cardiomyopathy,430
2018,I25.8,Other forms of chronic ischaemic heart disease,23
2018,I25.9,"Chronic ischaemic heart disease, unspecified",109
2018,I26.9,Pulmonary embolism without mention of acute cor pulmonale,127
2018,I27.0,Primary pulmonary hypertension,11
2018,I27.2,Other secondary pulmonary hypertension,313
2018,I27.9,"Pulmonary heart disease, unspecified",22
2018,I31.3,Pericardial effusion (noninflammatory),13
2018,I31.9,"Disease of pericardium, unspecified",11
2018,I33.0,Acute and subacute infective endocarditis,87
2018,I34.0,Mitral (valve) insufficiency,111
2018,I35.0,Aortic (valve) stenosis,403
2018,I35.1,Aortic (valve) insufficiency,29
2018,I35.8,Other aortic valve disorders,15
2018,I35.9,"Aortic valve disorder, unspecified",45
2018,I38,"Endocarditis, valve unspecified",153
2018,I42.0,Dilated cardiomyopathy,84
2018,I42.6,Alcoholic cardiomyopathy,23
2018,I42.9,"Cardiomyopathy, unspecified",471
2018,I44.2,"Atrioventricular block, complete",19
2018,I45.8,Other specified conduction disorders,48
2018,I47.2,Ventricular tachycardia,32
2018,I48,Atrial fibrillation and flutter,663
2018,I49.0,Ventricular fibrillation and flutter,22
2018,I49.5,Sick sinus syndrome,13
2018,I49.9,"Cardiac arrhythmia, unspecified",48
2018,I50.0,Congestive heart failure,1341
2018,I50.1,Left ventricular failure,27
2018,I50.9,"Heart failure, unspecified",506
2018,I51.6,"Cardiovascular disease, unspecified",34
2018,I51.8,Other ill-defined heart diseases,25
2018,I51.9,"Heart disease, unspecified",36
2018,I60.9,"Subarachnoid haemorrhage, unspecified",38
2018,I61.9,"Intracerebral haemorrhage, unspecified",79
2018,I62.0,Subdural haemorrhage (acute)(nontraumatic),24
2018,I62.9,"Intracranial haemorrhage (nontraumatic), unspecified",66
2018,I63.2,Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries,13
2018,I63.4,Cerebral infarction due to embolism of cerebral arteries,63
2018,I63.9,"Cerebral infarction, unspecified",170
2018,I64,"Stroke, not specified as haemorrhage or infarction",700
2018,I67.2,Cerebral atherosclerosis,37
2018,I67.8,Other specified cerebrovascular diseases,11
2018,I67.9,"Cerebrovascular disease, unspecified",59
2018,I69.3,Sequelae of cerebral infarction,16
2018,I69.4,"Sequelae of stroke, not specified as haemorrhage or infarction",172
2018,I69.8,Sequelae of other and unspecified cerebrovascular diseases,23
2018,I70.9,Generalized and unspecified atherosclerosis,56
2018,I71.0,Dissection of aorta [any part],62
2018,I71.2,"Thoracic aortic aneurysm, without mention of rupture",11
2018,I71.3,"Abdominal aortic aneurysm, ruptured",64
2018,I71.4,"Abdominal aortic aneurysm, without mention of rupture",34
2018,I71.8,"Aortic aneurysm of unspecified site, ruptured",12
2018,I71.9,"Aortic aneurysm of unspecified site, without mention of rupture",12
2018,I73.9,"Peripheral vascular disease, unspecified",245
2018,I77.6,"Arteritis, unspecified",31
2018,I80.2,Phlebitis and thrombophlebitis of other deep vessels of lower extremities,45
2018,I81,Portal vein thrombosis,14
2018,J10.0,"Influenza with pneumonia, influenza virus identified",198
2018,J10.1,"Influenza with other respiratory manifestations, influenza virus identified",156
2018,J10.8,"Influenza with other manifestations, influenza virus identified",10
2018,J11.0,"Influenza with pneumonia, virus not identified",157
2018,J11.1,"Influenza with other respiratory manifestations, virus not identified",93
2018,J13,Pneumonia due to Streptococcus pneumoniae,26
2018,J15.0,Pneumonia due to Klebsiella pneumoniae,13
2018,J15.1,Pneumonia due to Pseudomonas,15
2018,J15.2,Pneumonia due to staphylococcus,54
2018,J15.4,Pneumonia due to other streptococci,15
2018,J15.6,Pneumonia due to other aerobic Gram-negative bacteria,10
2018,J15.9,"Bacterial pneumonia, unspecified",123
2018,J18.1,"Lobar pneumonia, unspecified",45
2018,J18.9,"Pneumonia, unspecified",1605
2018,J43.9,"Emphysema, unspecified",68
2018,J44.0,Chronic obstructive pulmonary disease with acute lower respiratory infection,591
2018,J44.1,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",206
2018,J44.9,"Chronic obstructive pulmonary disease, unspecified",892
2018,J45.9,"Asthma, unspecified",29
2018,J47,Bronchiectasis,10
2018,J69.0,Pneumonitis due to food and vomit,548
2018,J80,Adult respiratory distress syndrome,108
2018,J81,Pulmonary oedema,13
2018,J84.1,Other interstitial pulmonary diseases with fibrosis,131
2018,J84.9,"Interstitial pulmonary disease, unspecified",126
2018,J85.0,Gangrene and necrosis of lung,18
2018,J86.9,Pyothorax without fistula,22
2018,J90,"Pleural effusion, not elsewhere classified",51
2018,J93.9,"Pneumothorax, unspecified",12
2018,J96.1,Chronic respiratory failure,93
2018,J98.4,Other disorders of lung,32
2018,J98.9,"Respiratory disorder, unspecified",14
2018,K22.3,Perforation of oesophagus,13
2018,K25.4,"Gastric ulcer, chronic or unspecified with haemorrhage",12
2018,K25.5,"Gastric ulcer, chronic or unspecified with perforation",22
2018,K26.4,"Duodenal ulcer, chronic or unspecified with haemorrhage",23
2018,K26.5,"Duodenal ulcer, chronic or unspecified with perforation",35
2018,K27.4,"Peptic ulcer, site unspecified, chronic or unspecified with haemorrhage",14
2018,K27.5,"Peptic ulcer, site unspecified, chronic or unspecified with perforation",16
2018,K31.8,Other specified diseases of stomach and duodenum,26
2018,K35.8,"Acute appendicitis, other and unspecified",17
2018,K40.3,"Unilateral or unspecified inguinal hernia, with obstruction, without gangrene",10
2018,K43.0,"Ventral hernia with obstruction, without gangrene",22
2018,K44.9,Diaphragmatic hernia without obstruction or gangrene,13
2018,K46.0,"Unspecified abdominal hernia with obstruction, without gangrene",23
2018,K50.9,"Crohn disease, unspecified",22
2018,K52.9,"Noninfective gastroenteritis and colitis, unspecified",21
2018,K55.0,Acute vascular disorders of intestine,82
2018,K55.1,Chronic vascular disorders of intestine,12
2018,K55.9,"Vascular disorder of intestine, unspecified",427
2018,K56.2,Volvulus,21
2018,K56.5,Intestinal adhesions [bands] with obstruction,15
2018,K56.6,Other and unspecified intestinal obstruction,268
2018,K56.7,"Ileus, unspecified",35
2018,K57.2,Diverticular disease of large intestine with perforation and abscess,15
2018,K57.8,"Diverticular disease of intestine, part unspecified, with perforation and abscess",54
2018,K57.9,"Diverticular disease of intestine, part unspecified, without perforation or abscess",53
2018,K59.0,Constipation,11
2018,K59.3,"Megacolon, not elsewhere classified",12
2018,K62.9,"Disease of anus and rectum, unspecified",13
2018,K63.1,Perforation of intestine (nontraumatic),102
2018,K63.9,"Disease of intestine, unspecified",10
2018,K65.0,Acute peritonitis,51
2018,K65.9,"Peritonitis, unspecified",32
2018,K66.1,Haemoperitoneum,18
2018,K70.1,Alcoholic hepatitis,173
2018,K70.3,Alcoholic cirrhosis of liver,1068
2018,K70.4,Alcoholic hepatic failure,165
2018,K70.9,"Alcoholic liver disease, unspecified",120
2018,K72.0,Acute and subacute hepatic failure,219
2018,K72.9,"Hepatic failure, unspecified",171
2018,K74.3,Primary biliary cirrhosis,25
2018,K74.6,Other and unspecified cirrhosis of liver,1279
2018,K75.0,Abscess of liver,16
2018,K75.4,Autoimmune hepatitis,22
2018,K75.9,"Inflammatory liver disease, unspecified",20
2018,K76.0,"Fatty (change of) liver, not elsewhere classified",158
2018,K76.1,Chronic passive congestion of liver,11
2018,K76.7,Hepatorenal syndrome,36
2018,K76.8,Other specified diseases of liver,16
2018,K76.9,"Liver disease, unspecified",165
2018,K80.0,Calculus of gallbladder with acute cholecystitis,10
2018,K80.1,Calculus of gallbladder with other cholecystitis,11
2018,K80.2,Calculus of gallbladder without cholecystitis,42
2018,K80.3,Calculus of bile duct with cholangitis,10
2018,K80.5,Calculus of bile duct without cholangitis or cholecystitis,14
2018,K81.0,Acute cholecystitis,155
2018,K81.9,"Cholecystitis, unspecified",80
2018,K83.0,Cholangitis,84
2018,K83.1,Obstruction of bile duct,21
2018,K85.2,Alcohol-induced acute pancreatitis,31
2018,K85.9,"Acute pancreatitis, unspecified",245
2018,K86.9,"Disease of pancreas, unspecified",28
2018,K92.2,"Gastrointestinal haemorrhage, unspecified",313
2018,L03.1,Cellulitis of other parts of limb,87
2018,L03.9,"Cellulitis, unspecified",74
2018,L08.9,"Local infection of skin and subcutaneous tissue, unspecified",43
2018,L89.9,"Decubitus ulcer and pressure area, unspecified",27
2018,L98.4,"Chronic ulcer of skin, not elsewhere classified",16
2018,M00.9,"Pyogenic arthritis, unspecified",43
2018,M06.9,"Rheumatoid arthritis, unspecified",45
2018,M31.0,Hypersensitivity angiitis,11
2018,M31.1,Thrombotic microangiopathy,21
2018,M32.1,Systemic lupus erythematosus with organ or system involvement,46
2018,M34.8,Other forms of systemic sclerosis,21
2018,M46.2,Osteomyelitis of vertebra,12
2018,M62.2,Ischaemic infarction of muscle,12
2018,M62.8,Other specified disorders of muscle,188
2018,M72.6,Necrotizing fasciitis,60
2018,M81.9,"Osteoporosis, unspecified",10
2018,M86.9,"Osteomyelitis, unspecified",116
2018,N00.9,"Acute nephritic syndrome, unspecified",14
2018,N04.9,"Nephrotic syndrome, unspecified",11
2018,N05.9,"Unspecified nephritic syndrome, unspecified",13
2018,N10,Acute tubulo-interstitial nephritis,20
2018,N12,"Tubulo-interstitial nephritis, not specified as acute or chronic",60
2018,N13.3,Other and unspecified hydronephrosis,42
2018,N13.9,"Obstructive and reflux uropathy, unspecified",76
2018,N17.0,Acute renal failure with tubular necrosis,313
2018,N17.9,"Acute renal failure, unspecified",7721
2018,N18.3,"Chronic kidney disease, stage 3",82
2018,N18.4,"Chronic kidney disease, stage 4",81
2018,N18.5,"Chronic kidney disease, stage 5",184
2018,N18.9,"Chronic renal failure, unspecified",1721
2018,N20.0,Calculus of kidney,46
2018,N20.1,Calculus of ureter,16
2018,N28.8,Other specified disorders of kidney and ureter,65
2018,N30.0,Acute cystitis,17
2018,N30.9,"Cystitis, unspecified",10
2018,N32.0,Bladder-neck obstruction,12
2018,N32.9,"Bladder disorder, unspecified",12
2018,N39.0,"Urinary tract infection, site not specified",1059
2018,N40,Hyperplasia of prostate,70
2018,O26.8,Other specified pregnancy-related conditions,10
2018,Q24.9,"Congenital malformation of heart, unspecified",15
2018,Q61.3,"Polycystic kidney, unspecified",28
2018,Q90.9,"Down syndrome, unspecified",16
2018,V89.2,"Person injured in unspecified motor-vehicle accident, traffic",11
2018,W10,Fall on and from stairs and steps,11
2018,W18,Other fall on same level,66
2018,W19,Unspecified fall,115
2018,W80,Inhalation and ingestion of other objects causing obstruction of respiratory tract,65
2018,X31,Exposure to excessive natural cold,15
2018,X40,"Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",10
2018,X42,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",13
2018,X44,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",55
2018,X59.0,Exposure to unspecified factor causing fracture,92
2018,X59.9,Exposure to unspecified factor causing other and unspecified injury,79
2018,Y83.0,Surgical operation with transplant of whole organ,23
2018,Y83.1,Surgical operation with implant of artificial internal device,29
2018,Y83.2,"Surgical operation with anastomosis, bypass or graft",12
2018,Y83.6,Removal of other organ (partial) (total),12
2018,Y83.9,"Surgical procedure, unspecified",24
2018,Y84.6,Urinary catheterization,10
2018,Y84.8,Other medical procedures,15
2018,Y86,Sequelae of other accidents,12
2019,A04.7,Enterocolitis due to Clostridium difficile,500
2019,A09.0,Other and unspecified gastroenteritis and colitis of infectious origin,36
2019,A09.9,Gastroenteritis and colitis of unspecified origin,187
2019,A41.0,Septicaemia due to Staphylococcus aureus,39
2019,A41.2,Septicaemia due to unspecified staphylococcus,25
2019,A41.5,Septicaemia due to other Gram-negative organisms,68
2019,A41.9,"Septicaemia, unspecified",2404
2019,A48.1,Legionnaires disease,26
2019,A49.0,"Staphylococcal infection, unspecified",43
2019,A49.1,"Streptococcal infection, unspecified",19
2019,A49.8,Other bacterial infections of unspecified site,22
2019,A49.9,"Bacterial infection, unspecified",50
2019,B15.9,Hepatitis A without hepatic coma,10
2019,B16.9,Acute hepatitis B without delta-agent and without hepatic coma,24
2019,B17.9,"Acute viral hepatitis, unspecified",23
2019,B18.2,Chronic viral hepatitis C,183
2019,B20.1,HIV disease resulting in other bacterial infections,25
2019,B20.7,HIV disease resulting in multiple infections,27
2019,B22.7,HIV disease resulting in multiple diseases classified elsewhere,23
2019,B23.8,HIV disease resulting in other specified conditions,53
2019,B34.8,Other viral infections of unspecified site,33
2019,B34.9,"Viral infection, unspecified",10
2019,B37.7,Candidal septicaemia,16
2019,B49,Unspecified mycosis,25
2019,B59,Pneumocystosis,12
2019,B94.8,Sequelae of other specified infectious and parasitic diseases,51
2019,B99,Other and unspecified infectious diseases,16
2019,C02.9,"Tongue, unspecified - Malignant neoplasms",15
2019,C14.0,"Pharynx, unspecified - Malignant neoplasms",11
2019,C15.9,"Oesophagus, unspecified - Malignant neoplasms",158
2019,C16.0,Cardia - Malignant neoplasms,17
2019,C16.9,"Stomach, unspecified - Malignant neoplasms",164
2019,C17.0,Duodenum - Malignant neoplasms,17
2019,C18.1,Appendix - Malignant neoplasms,13
2019,C18.2,Ascending colon - Malignant neoplasms,11
2019,C18.7,Sigmoid colon - Malignant neoplasms,12
2019,C18.9,"Colon, unspecified - Malignant neoplasms",557
2019,C19,Malignant neoplasm of rectosigmoid junction,59
2019,C20,Malignant neoplasm of rectum,93
2019,C21.0,"Anus, unspecified - Malignant neoplasms",12
2019,C22.0,Liver cell carcinoma - Malignant neoplasms,325
2019,C22.1,Intrahepatic bile duct carcinoma - Malignant neoplasms,144
2019,C22.9,"Liver, unspecified - Malignant neoplasms",105
2019,C23,Malignant neoplasm of gallbladder,29
2019,C24.0,Extrahepatic bile duct - Malignant neoplasms,12
2019,C25.9,"Pancreas, unspecified - Malignant neoplasms",577
2019,C26.9,Ill-defined sites within the digestive system - Malignant neoplasms,40
2019,C32.9,"Larynx, unspecified - Malignant neoplasms",19
2019,C34.9,"Bronchus or lung, unspecified - Malignant neoplasms",1056
2019,C41.9,"Bone and articular cartilage, unspecified - Malignant neoplasms",12
2019,C43.9,"Malignant melanoma of skin, unspecified - Malignant neoplasms",98
2019,C44.4,Skin of scalp and neck - Malignant neoplasms,18
2019,C44.9,"Malignant neoplasm of skin, unspecified - Malignant neoplasms",18
2019,C45.9,"Mesothelioma, unspecified - Malignant neoplasms",16
2019,C48.0,Retroperitoneum - Malignant neoplasms,10
2019,C48.2,"Peritoneum, unspecified - Malignant neoplasms",12
2019,C49.9,"Connective and soft tissue, unspecified - Malignant neoplasms",59
2019,C50.9,"Breast, unspecified - Malignant neoplasms",574
2019,C51.9,"Vulva, unspecified - Malignant neoplasms",13
2019,C53.9,"Cervix uteri, unspecified - Malignant neoplasms",94
2019,C54.1,Endometrium - Malignant neoplasms,149
2019,C55,"Malignant neoplasm of uterus, part unspecified",104
2019,C56,Malignant neoplasm of ovary,206
2019,C61,Malignant neoplasm of prostate,593
2019,C62.9,"Testis, unspecified - Malignant neoplasms",10
2019,C64,"Malignant neoplasm of kidney, except renal pelvis",308
2019,C66,Malignant neoplasm of ureter,10
2019,C67.9,"Bladder, unspecified - Malignant neoplasms",485
2019,C71.9,"Brain, unspecified - Malignant neoplasms",38
2019,C73,Malignant neoplasm of thyroid gland,22
2019,C76.2,Abdomen - Malignant neoplasms,12
2019,C78.6,Secondary malignant neoplasm of retroperitoneum and peritoneum - Malignant neoplasms,30
2019,C78.7,Secondary malignant neoplasm of liver - Malignant neoplasms,68
2019,C79.8,Secondary malignant neoplasm of other specified sites - Malignant neoplasms,30
2019,C80,Malignant neoplasm without specification of site,720
2019,C81.9,"Hodgkin disease, unspecified",29
2019,C82.9,"Follicular non-Hodgkin lymphoma, unspecified",21
2019,C83.1,Non-Hodgkin lymphoma small cleaved cell (diffuse),48
2019,C83.3,Non-Hodgkin lymphoma large cell (diffuse),127
2019,C84.5,Other and unspecified T-cell lymphomas - Malignant neoplasms,41
2019,C85.1,"B-cell lymphoma, unspecified - Malignant neoplasms",122
2019,C85.9,"Non-Hodgkin lymphoma, unspecified type",212
2019,C90.0,Multiple myeloma - Malignant neoplasms,505
2019,C90.1,Plasma cell leukaemia - Malignant neoplasms,14
