cause,date,dead
I45-I51 (cardiac deaths),2019-05-04,146
I45-I51 (cardiac deaths),2019-05-11,153
I45-I51 (cardiac deaths),2019-05-18,154
I45-I51 (cardiac deaths),2019-05-25,158
I45-I51 (cardiac deaths),2019-06-01,143
I45-I51 (cardiac deaths),2019-06-08,158
I45-I51 (cardiac deaths),2019-06-15,153
I45-I51 (cardiac deaths),2019-06-22,153
I45-I51 (cardiac deaths),2019-06-29,143
I45-I51 (cardiac deaths),2019-07-06,151
I45-I51 (cardiac deaths),2019-07-13,133
I45-I51 (cardiac deaths),2019-07-20,157
I45-I51 (cardiac deaths),2019-07-27,174
I45-I51 (cardiac deaths),2019-08-03,171
I45-I51 (cardiac deaths),2019-08-10,155
I45-I51 (cardiac deaths),2019-08-17,147
I45-I51 (cardiac deaths),2019-08-24,145
I45-I51 (cardiac deaths),2019-08-31,154
I45-I51 (cardiac deaths),2019-09-07,170
I45-I51 (cardiac deaths),2019-09-14,142
I45-I51 (cardiac deaths),2019-09-21,162
I45-I51 (cardiac deaths),2019-09-28,150
I45-I51 (cardiac deaths),2019-10-05,140
I45-I51 (cardiac deaths),2019-10-12,145
I45-I51 (cardiac deaths),2019-10-19,156
I45-I51 (cardiac deaths),2019-10-26,167
I45-I51 (cardiac deaths),2019-11-02,149
I45-I51 (cardiac deaths),2019-11-09,146
I45-I51 (cardiac deaths),2019-11-16,171
I45-I51 (cardiac deaths),2019-11-23,154
I45-I51 (cardiac deaths),2019-11-30,155
I45-I51 (cardiac deaths),2019-12-07,180
I45-I51 (cardiac deaths),2019-12-14,172
I45-I51 (cardiac deaths),2019-12-21,177
I45-I51 (cardiac deaths),2019-12-28,184
I45-I51 (cardiac deaths),2020-01-04,178
I45-I51 (cardiac deaths),2020-01-11,156
I45-I51 (cardiac deaths),2020-01-18,158
I45-I51 (cardiac deaths),2020-01-25,166
I45-I51 (cardiac deaths),2020-02-01,164
I45-I51 (cardiac deaths),2020-02-08,178
I45-I51 (cardiac deaths),2020-02-15,140
I45-I51 (cardiac deaths),2020-02-22,175
I45-I51 (cardiac deaths),2020-02-29,180
I45-I51 (cardiac deaths),2020-03-07,180
I45-I51 (cardiac deaths),2020-03-14,171
I45-I51 (cardiac deaths),2020-03-21,165
I45-I51 (cardiac deaths),2020-03-28,173
I45-I51 (cardiac deaths),2020-04-04,178
I45-I51 (cardiac deaths),2020-04-11,188
I45-I51 (cardiac deaths),2020-04-18,181
I45-I51 (cardiac deaths),2020-04-25,189
I45-I51 (cardiac deaths),2020-05-02,172
I45-I51 (cardiac deaths),2020-05-09,193
I45-I51 (cardiac deaths),2020-05-16,186
I45-I51 (cardiac deaths),2020-05-23,191
I45-I51 (cardiac deaths),2020-05-30,169
I45-I51 (cardiac deaths),2020-06-06,209
I45-I51 (cardiac deaths),2020-06-13,179
I45-I51 (cardiac deaths),2020-06-20,176
I45-I51 (cardiac deaths),2020-06-27,164
I45-I51 (cardiac deaths),2020-07-04,176
I45-I51 (cardiac deaths),2020-07-11,211
I45-I51 (cardiac deaths),2020-07-18,193
I45-I51 (cardiac deaths),2020-07-25,173
I45-I51 (cardiac deaths),2020-08-01,193
I45-I51 (cardiac deaths),2020-08-08,194
I45-I51 (cardiac deaths),2020-08-15,204
I45-I51 (cardiac deaths),2020-08-22,165
I45-I51 (cardiac deaths),2020-08-29,173
I45-I51 (cardiac deaths),2020-09-05,184
I45-I51 (cardiac deaths),2020-09-12,178
I45-I51 (cardiac deaths),2020-09-19,166
I45-I51 (cardiac deaths),2020-09-26,168
I45-I51 (cardiac deaths),2020-10-03,160
I45-I51 (cardiac deaths),2020-10-10,181
I45-I51 (cardiac deaths),2020-10-17,169
I45-I51 (cardiac deaths),2020-10-24,175
I45-I51 (cardiac deaths),2020-10-31,178
I45-I51 (cardiac deaths),2020-11-07,192
I45-I51 (cardiac deaths),2020-11-14,144
I45-I51 (cardiac deaths),2020-11-21,177
I45-I51 (cardiac deaths),2020-11-28,194
I45-I51 (cardiac deaths),2020-12-05,204
I45-I51 (cardiac deaths),2020-12-12,195
I45-I51 (cardiac deaths),2020-12-19,197
I45-I51 (cardiac deaths),2020-12-26,213
I45-I51 (cardiac deaths),2021-01-02,184
I45-I51 (cardiac deaths),2021-01-09,213
I45-I51 (cardiac deaths),2021-01-16,198
I45-I51 (cardiac deaths),2021-01-23,208
I45-I51 (cardiac deaths),2021-01-30,209
I45-I51 (cardiac deaths),2021-02-06,214
I45-I51 (cardiac deaths),2021-02-13,184
I45-I51 (cardiac deaths),2021-02-20,205
I45-I51 (cardiac deaths),2021-02-27,186
I45-I51 (cardiac deaths),2021-03-06,196
I45-I51 (cardiac deaths),2021-03-13,170
I45-I51 (cardiac deaths),2021-03-20,189
I45-I51 (cardiac deaths),2021-03-27,221
I45-I51 (cardiac deaths),2021-04-03,212
I45-I51 (cardiac deaths),2021-04-10,183
I45-I51 (cardiac deaths),2021-04-17,202
I45-I51 (cardiac deaths),2021-04-24,197
I45-I51 (cardiac deaths),2021-05-01,205
I45-I51 (cardiac deaths),2021-05-08,191
I45-I51 (cardiac deaths),2021-05-15,201
I45-I51 (cardiac deaths),2021-05-22,203
I45-I51 (cardiac deaths),2021-05-29,175
I45-I51 (cardiac deaths),2021-06-05,196
I45-I51 (cardiac deaths),2021-06-12,177
I45-I51 (cardiac deaths),2021-06-19,177
I45-I51 (cardiac deaths),2021-06-26,169
I45-I51 (cardiac deaths),2021-07-03,201
I45-I51 (cardiac deaths),2021-07-10,195
I45-I51 (cardiac deaths),2021-07-17,190
I45-I51 (cardiac deaths),2021-07-24,202
I45-I51 (cardiac deaths),2021-07-31,207
I45-I51 (cardiac deaths),2021-08-07,188
I45-I51 (cardiac deaths),2021-08-14,196
I45-I51 (cardiac deaths),2021-08-21,207
I45-I51 (cardiac deaths),2021-08-28,213
I45-I51 (cardiac deaths),2021-09-04,222
I45-I51 (cardiac deaths),2021-09-11,221
I45-I51 (cardiac deaths),2021-09-18,193
I45-I51 (cardiac deaths),2021-09-25,180
I45-I51 (cardiac deaths),2021-10-02,213
I45-I51 (cardiac deaths),2021-10-09,181
I45-I51 (cardiac deaths),2021-10-16,193
I45-I51 (cardiac deaths),2021-10-23,212
I45-I51 (cardiac deaths),2021-10-30,192
I45-I51 (cardiac deaths),2021-11-06,191
I45-I51 (cardiac deaths),2021-11-13,185
I45-I51 (cardiac deaths),2021-11-20,172
I45-I51 (cardiac deaths),2021-11-27,214
I45-I51 (cardiac deaths),2021-12-04,195
I45-I51 (cardiac deaths),2021-12-11,224
I45-I51 (cardiac deaths),2021-12-18,204
I45-I51 (cardiac deaths),2021-12-25,209
I45-I51 (cardiac deaths),2022-01-01,226
I45-I51 (cardiac deaths),2022-01-08,245
I45-I51 (cardiac deaths),2022-01-15,217
I45-I51 (cardiac deaths),2022-01-22,218
I45-I51 (cardiac deaths),2022-01-29,196
I45-I51 (cardiac deaths),2022-02-05,214
I45-I51 (cardiac deaths),2022-02-12,219
I45-I51 (cardiac deaths),2022-02-19,203
I45-I51 (cardiac deaths),2022-02-26,149
I45-I51 (cardiac deaths),2022-03-05,201
I45-I51 (cardiac deaths),2022-03-12,175
I45-I51 (cardiac deaths),2022-03-19,171
I45-I51 (cardiac deaths),2022-03-26,161
I45-I51 (cardiac deaths),2022-04-02,180
I45-I51 (cardiac deaths),2022-04-09,195
I45-I51 (cardiac deaths),2022-04-16,186
I45-I51 (cardiac deaths),2022-04-23,179
I45-I51 (cardiac deaths),2022-04-30,182
I45-I51 (cardiac deaths),2022-05-07,164
I45-I51 (cardiac deaths),2022-05-14,174
I45-I51 (cardiac deaths),2022-05-21,164
I45-I51 (cardiac deaths),2022-05-28,159
I45-I51 (cardiac deaths),2022-06-04,197
I45-I51 (cardiac deaths),2022-06-11,169
I45-I51 (cardiac deaths),2022-06-18,196
I45-I51 (cardiac deaths),2022-06-25,196
I45-I51 (cardiac deaths),2022-07-02,162
I45-I51 (cardiac deaths),2022-07-09,193
I45-I51 (cardiac deaths),2022-07-16,189
I45-I51 (cardiac deaths),2022-07-23,187
I45-I51 (cardiac deaths),2022-07-30,187
I45-I51 (cardiac deaths),2022-08-06,205
I45-I51 (cardiac deaths),2022-08-13,173
I45-I51 (cardiac deaths),2022-08-20,167
I45-I51 (cardiac deaths),2022-08-27,173
I45-I51 (cardiac deaths),2022-09-03,158
I45-I51 (cardiac deaths),2022-09-10,173
I45-I51 (cardiac deaths),2022-09-17,179
I45-I51 (cardiac deaths),2022-09-24,177
I45-I51 (cardiac deaths),2022-10-01,190
I45-I51 (cardiac deaths),2022-10-08,174
I45-I51 (cardiac deaths),2022-10-15,174
I45-I51 (cardiac deaths),2022-10-22,165
I45-I51 (cardiac deaths),2022-10-29,178
I45-I51 (cardiac deaths),2022-11-05,191
I45-I51 (cardiac deaths),2022-11-12,183
I45-I51 (cardiac deaths),2022-11-19,189
I45-I51 (cardiac deaths),2022-11-26,192
I45-I51 (cardiac deaths),2022-12-03,203
I45-I51 (cardiac deaths),2022-12-10,213
I45-I51 (cardiac deaths),2022-12-17,219
I45-I51 (cardiac deaths),2022-12-24,206
I45-I51 (cardiac deaths),2022-12-31,213
I45-I51 (cardiac deaths),2023-01-07,196
I45-I51 (cardiac deaths),2023-01-14,197
I45-I51 (cardiac deaths),2023-01-21,172
I45-I51 (cardiac deaths),2023-01-28,187
I45-I51 (cardiac deaths),2023-02-04,181
I45-I51 (cardiac deaths),2023-02-11,180
I45-I51 (cardiac deaths),2023-02-18,182
I45-I51 (cardiac deaths),2023-02-25,161
I45-I51 (cardiac deaths),2023-03-04,195
I45-I51 (cardiac deaths),2023-03-11,177
I45-I51 (cardiac deaths),2023-03-18,178
I45-I51 (cardiac deaths),2023-03-25,171
I45-I51 (cardiac deaths),2023-04-01,166
I45-I51 (cardiac deaths),2023-04-08,186
I45-I51 (cardiac deaths),2023-04-15,178
I45-I51 (cardiac deaths),2023-04-22,182
I45-I51 (cardiac deaths),2023-04-29,194
I45-I51 (cardiac deaths),2023-05-06,188
I45-I51 (cardiac deaths),2023-05-13,177
I45-I51 (cardiac deaths),2023-05-20,160
I45-I51 (cardiac deaths),2023-05-27,152
I45-I51 (cardiac deaths),2023-06-03,159
I45-I51 (cardiac deaths),2023-06-10,155
I45-I51 (cardiac deaths),2023-06-17,166
I45-I51 (cardiac deaths),2023-06-24,151
I45-I51 (cardiac deaths),2023-07-01,173
I45-I51 (cardiac deaths),2023-07-08,172
I45-I51 (cardiac deaths),2023-07-15,184
I45-I51 (cardiac deaths),2023-07-22,181
I45-I51 (cardiac deaths),2023-07-29,190
I45-I51 (cardiac deaths),2023-08-05,168
I45-I51 (cardiac deaths),2023-08-12,181
I45-I51 (cardiac deaths),2023-08-19,160
I45-I51 (cardiac deaths),2023-08-26,162
I45-I51 (cardiac deaths),2023-09-02,174
I45-I51 (cardiac deaths),2023-09-09,169
I45-I51 (cardiac deaths),2023-09-16,153
I45-I51 (cardiac deaths),2023-09-23,141
I45-I51 (cardiac deaths),2023-09-30,163
I45-I51 (cardiac deaths),2023-10-07,154
I45-I51 (cardiac deaths),2023-10-14,158
I45-I51 (cardiac deaths),2023-10-21,174
I45-I51 (cardiac deaths),2023-10-28,153
I45-I51 (cardiac deaths),2023-11-04,155
I45-I51 (cardiac deaths),2023-11-11,159
I45-I51 (cardiac deaths),2023-11-18,157
I45-I51 (cardiac deaths),2023-11-25,156
I45-I51 (cardiac deaths),2023-12-02,175
I45-I51 (cardiac deaths),2023-12-09,176
I45-I51 (cardiac deaths),2023-12-16,179
I45-I51 (cardiac deaths),2023-12-23,190
I45-I51 (cardiac deaths),2023-12-30,193
I45-I51 (cardiac deaths),2024-01-06,186
I45-I51 (cardiac deaths),2024-01-13,187
I45-I51 (cardiac deaths),2024-01-20,186
I45-I51 (cardiac deaths),2024-01-27,177
I45-I51 (cardiac deaths),2024-02-03,176
I45-I51 (cardiac deaths),2024-02-10,187
I45-I51 (cardiac deaths),2024-02-17,182
I45-I51 (cardiac deaths),2024-02-24,191
I45-I51 (cardiac deaths),2024-03-02,174
I45-I51 (cardiac deaths),2024-03-09,144
I45-I51 (cardiac deaths),2024-03-16,167
I45-I51 (cardiac deaths),2024-03-23,163
I45-I51 (cardiac deaths),2024-03-30,176
I45-I51 (cardiac deaths),2024-04-06,171
I45-I51 (cardiac deaths),2024-04-13,178
I45-I51 (cardiac deaths),2024-04-20,189
I45-I51 (cardiac deaths),2024-04-27,183
I45-I51 (cardiac deaths),2024-05-04,150
I45-I51 (cardiac deaths),2024-05-11,160
I45-I51 (cardiac deaths),2024-05-18,148
I45-I51 (cardiac deaths),2024-05-25,148
I45-I51 (cardiac deaths),2024-06-01,178
I45-I51 (cardiac deaths),2024-06-08,173
I45-I51 (cardiac deaths),2024-06-15,142
I45-I51 (cardiac deaths),2024-06-22,159
I45-I51 (cardiac deaths),2024-06-29,164
I45-I51 (cardiac deaths),2024-07-06,146
I45-I51 (cardiac deaths),2024-07-13,161
I45-I51 (cardiac deaths),2024-07-20,131
I45-I51 (cardiac deaths),2024-07-27,142
I45-I51 (cardiac deaths),2024-08-03,137
I45-I51 (cardiac deaths),2024-08-10,150
I45-I51 (cardiac deaths),2024-08-17,140
I45-I51 (cardiac deaths),2024-08-24,152
I45-I51 (cardiac deaths),2024-08-31,125
I45-I51 (cardiac deaths),2024-09-07,130
I45-I51 (cardiac deaths),2024-09-14,104
I45-I51 (cardiac deaths),2024-09-21,98
I45-I51 (cardiac deaths),2024-09-28,88
I45-I51 (cardiac deaths),2024-10-05,57
U07.1 (COVID),2020-03-21,63
U07.1 (COVID),2020-03-28,388
U07.1 (COVID),2020-04-04,1052
U07.1 (COVID),2020-04-11,1236
U07.1 (COVID),2020-04-18,1164
U07.1 (COVID),2020-04-25,938
U07.1 (COVID),2020-05-02,764
U07.1 (COVID),2020-05-09,658
U07.1 (COVID),2020-05-16,577
U07.1 (COVID),2020-05-23,464
U07.1 (COVID),2020-05-30,430
U07.1 (COVID),2020-06-06,406
U07.1 (COVID),2020-06-13,374
U07.1 (COVID),2020-06-20,351
U07.1 (COVID),2020-06-27,375
U07.1 (COVID),2020-07-04,504
U07.1 (COVID),2020-07-11,623
U07.1 (COVID),2020-07-18,715
U07.1 (COVID),2020-07-25,778
U07.1 (COVID),2020-08-01,737
U07.1 (COVID),2020-08-08,680
U07.1 (COVID),2020-08-15,602
U07.1 (COVID),2020-08-22,520
U07.1 (COVID),2020-08-29,402
U07.1 (COVID),2020-09-05,357
U07.1 (COVID),2020-09-12,363
U07.1 (COVID),2020-09-19,271
U07.1 (COVID),2020-09-26,304
U07.1 (COVID),2020-10-03,285
U07.1 (COVID),2020-10-10,302
U07.1 (COVID),2020-10-17,271
U07.1 (COVID),2020-10-24,342
U07.1 (COVID),2020-10-31,393
U07.1 (COVID),2020-11-07,470
U07.1 (COVID),2020-11-14,579
U07.1 (COVID),2020-11-21,664
U07.1 (COVID),2020-11-28,783
U07.1 (COVID),2020-12-05,943
U07.1 (COVID),2020-12-12,1070
U07.1 (COVID),2020-12-19,1220
U07.1 (COVID),2020-12-26,1394
U07.1 (COVID),2021-01-02,1522
U07.1 (COVID),2021-01-09,1641
U07.1 (COVID),2021-01-16,1535
U07.1 (COVID),2021-01-23,1521
U07.1 (COVID),2021-01-30,1379
U07.1 (COVID),2021-02-06,1092
U07.1 (COVID),2021-02-13,950
U07.1 (COVID),2021-02-20,757
U07.1 (COVID),2021-02-27,643
U07.1 (COVID),2021-03-06,556
U07.1 (COVID),2021-03-13,482
U07.1 (COVID),2021-03-20,451
U07.1 (COVID),2021-03-27,449
U07.1 (COVID),2021-04-03,425
U07.1 (COVID),2021-04-10,510
U07.1 (COVID),2021-04-17,540
U07.1 (COVID),2021-04-24,603
U07.1 (COVID),2021-05-01,516
U07.1 (COVID),2021-05-08,498
U07.1 (COVID),2021-05-15,482
U07.1 (COVID),2021-05-22,444
U07.1 (COVID),2021-05-29,365
U07.1 (COVID),2021-06-05,334
U07.1 (COVID),2021-06-12,273
U07.1 (COVID),2021-06-19,283
U07.1 (COVID),2021-06-26,254
U07.1 (COVID),2021-07-03,243
U07.1 (COVID),2021-07-10,265
U07.1 (COVID),2021-07-17,344
U07.1 (COVID),2021-07-24,528
U07.1 (COVID),2021-07-31,808
U07.1 (COVID),2021-08-07,1376
U07.1 (COVID),2021-08-14,2006
U07.1 (COVID),2021-08-21,2518
U07.1 (COVID),2021-08-28,2913
U07.1 (COVID),2021-09-04,3248
U07.1 (COVID),2021-09-11,3114
U07.1 (COVID),2021-09-18,2981
U07.1 (COVID),2021-09-25,2922
U07.1 (COVID),2021-10-02,2462
U07.1 (COVID),2021-10-09,2001
U07.1 (COVID),2021-10-16,1766
U07.1 (COVID),2021-10-23,1519
U07.1 (COVID),2021-10-30,1288
U07.1 (COVID),2021-11-06,1103
U07.1 (COVID),2021-11-13,1061
U07.1 (COVID),2021-11-20,1054
U07.1 (COVID),2021-11-27,1081
U07.1 (COVID),2021-12-04,1139
U07.1 (COVID),2021-12-11,1312
U07.1 (COVID),2021-12-18,1394
U07.1 (COVID),2021-12-25,1420
U07.1 (COVID),2022-01-01,1669
U07.1 (COVID),2022-01-08,1848
U07.1 (COVID),2022-01-15,1970
U07.1 (COVID),2022-01-22,1865
U07.1 (COVID),2022-01-29,1674
U07.1 (COVID),2022-02-05,1350
U07.1 (COVID),2022-02-12,1091
U07.1 (COVID),2022-02-19,746
U07.1 (COVID),2022-02-26,488
U07.1 (COVID),2022-03-05,371
U07.1 (COVID),2022-03-12,247
U07.1 (COVID),2022-03-19,176
U07.1 (COVID),2022-03-26,147
U07.1 (COVID),2022-04-02,103
U07.1 (COVID),2022-04-09,74
U07.1 (COVID),2022-04-16,75
U07.1 (COVID),2022-04-23,73
U07.1 (COVID),2022-04-30,73
U07.1 (COVID),2022-05-07,64
U07.1 (COVID),2022-05-14,64
U07.1 (COVID),2022-05-21,85
U07.1 (COVID),2022-05-28,87
U07.1 (COVID),2022-06-04,76
U07.1 (COVID),2022-06-11,116
U07.1 (COVID),2022-06-18,91
U07.1 (COVID),2022-06-25,85
U07.1 (COVID),2022-07-02,110
U07.1 (COVID),2022-07-09,117
U07.1 (COVID),2022-07-16,121
U07.1 (COVID),2022-07-23,131
U07.1 (COVID),2022-07-30,128
U07.1 (COVID),2022-08-06,153
U07.1 (COVID),2022-08-13,130
U07.1 (COVID),2022-08-20,132
U07.1 (COVID),2022-08-27,129
U07.1 (COVID),2022-09-03,119
U07.1 (COVID),2022-09-10,99
U07.1 (COVID),2022-09-17,88
U07.1 (COVID),2022-09-24,89
U07.1 (COVID),2022-10-01,74
U07.1 (COVID),2022-10-08,80
U07.1 (COVID),2022-10-15,66
U07.1 (COVID),2022-10-22,88
U07.1 (COVID),2022-10-29,68
U07.1 (COVID),2022-11-05,66
U07.1 (COVID),2022-11-12,77
U07.1 (COVID),2022-11-19,69
U07.1 (COVID),2022-11-26,75
U07.1 (COVID),2022-12-03,71
U07.1 (COVID),2022-12-10,105
U07.1 (COVID),2022-12-17,105
U07.1 (COVID),2022-12-24,118
U07.1 (COVID),2022-12-31,120
U07.1 (COVID),2023-01-07,103
U07.1 (COVID),2023-01-14,105
U07.1 (COVID),2023-01-21,79
U07.1 (COVID),2023-01-28,90
U07.1 (COVID),2023-02-04,70
U07.1 (COVID),2023-02-11,78
U07.1 (COVID),2023-02-18,58
U07.1 (COVID),2023-02-25,69
U07.1 (COVID),2023-03-04,67
U07.1 (COVID),2023-03-11,49
U07.1 (COVID),2023-03-18,36
U07.1 (COVID),2023-03-25,45
U07.1 (COVID),2023-04-01,39
U07.1 (COVID),2023-04-08,40
U07.1 (COVID),2023-04-15,39
U07.1 (COVID),2023-04-22,38
U07.1 (COVID),2023-04-29,31
U07.1 (COVID),2023-05-06,24
U07.1 (COVID),2023-05-13,33
U07.1 (COVID),2023-05-20,22
U07.1 (COVID),2023-05-27,18
U07.1 (COVID),2023-06-03,23
U07.1 (COVID),2023-06-10,19
U07.1 (COVID),2023-06-17,15
U07.1 (COVID),2023-06-24,13
U07.1 (COVID),2023-07-01,18
U07.1 (COVID),2023-07-08,16
U07.1 (COVID),2023-07-15,19
U07.1 (COVID),2023-07-22,16
U07.1 (COVID),2023-07-29,16
U07.1 (COVID),2023-08-05,15
U07.1 (COVID),2023-08-12,39
U07.1 (COVID),2023-08-19,30
U07.1 (COVID),2023-08-26,31
U07.1 (COVID),2023-09-02,33
U07.1 (COVID),2023-09-09,47
U07.1 (COVID),2023-09-16,38
U07.1 (COVID),2023-09-23,47
U07.1 (COVID),2023-09-30,41
U07.1 (COVID),2023-10-07,34
U07.1 (COVID),2023-10-14,40
U07.1 (COVID),2023-10-21,32
U07.1 (COVID),2023-10-28,22
U07.1 (COVID),2023-11-04,30
U07.1 (COVID),2023-11-11,34
U07.1 (COVID),2023-11-18,40
U07.1 (COVID),2023-11-25,35
U07.1 (COVID),2023-12-02,44
U07.1 (COVID),2023-12-09,60
U07.1 (COVID),2023-12-16,55
U07.1 (COVID),2023-12-23,47
U07.1 (COVID),2023-12-30,61
U07.1 (COVID),2024-01-06,75
U07.1 (COVID),2024-01-13,67
U07.1 (COVID),2024-01-20,72
U07.1 (COVID),2024-01-27,46
U07.1 (COVID),2024-02-03,53
U07.1 (COVID),2024-02-10,50
U07.1 (COVID),2024-02-17,37
U07.1 (COVID),2024-02-24,48
U07.1 (COVID),2024-03-02,29
U07.1 (COVID),2024-03-09,40
U07.1 (COVID),2024-03-16,21
U07.1 (COVID),2024-03-23,25
U07.1 (COVID),2024-03-30,25
U07.1 (COVID),2024-04-06,28
U07.1 (COVID),2024-04-13,24
U07.1 (COVID),2024-04-20,20
U07.1 (COVID),2024-04-27,17
U07.1 (COVID),2024-05-04,12
U07.1 (COVID),2024-05-11,11
U07.1 (COVID),2024-05-18,15
U07.1 (COVID),2024-05-25,12
U07.1 (COVID),2024-06-01,12
U07.1 (COVID),2024-06-15,14
U07.1 (COVID),2024-06-22,10
U07.1 (COVID),2024-06-29,10
U07.1 (COVID),2024-07-06,12
U07.1 (COVID),2024-07-13,14
U07.1 (COVID),2024-07-20,17
U07.1 (COVID),2024-07-27,22
U07.1 (COVID),2024-08-03,17
U07.1 (COVID),2024-08-10,18
U07.1 (COVID),2024-08-17,23
U07.1 (COVID),2024-08-24,31
U07.1 (COVID),2024-08-31,35
U07.1 (COVID),2024-09-07,35
U07.1 (COVID),2024-09-14,24
U07.1 (COVID),2024-09-21,18
U07.1 (COVID),2024-10-05,11
X42-X43 (accidental drug overdose),2018-01-06,437
X42-X43 (accidental drug overdose),2018-01-13,387
X42-X43 (accidental drug overdose),2018-01-20,404
X42-X43 (accidental drug overdose),2018-01-27,409
X42-X43 (accidental drug overdose),2018-02-03,464
X42-X43 (accidental drug overdose),2018-02-10,461
X42-X43 (accidental drug overdose),2018-02-17,397
X42-X43 (accidental drug overdose),2018-02-24,441
X42-X43 (accidental drug overdose),2018-03-03,459
X42-X43 (accidental drug overdose),2018-03-10,472
X42-X43 (accidental drug overdose),2018-03-17,414
X42-X43 (accidental drug overdose),2018-03-24,423
X42-X43 (accidental drug overdose),2018-03-31,474
X42-X43 (accidental drug overdose),2018-04-07,502
X42-X43 (accidental drug overdose),2018-04-14,412
X42-X43 (accidental drug overdose),2018-04-21,408
X42-X43 (accidental drug overdose),2018-04-28,414
X42-X43 (accidental drug overdose),2018-05-05,444
X42-X43 (accidental drug overdose),2018-05-12,470
X42-X43 (accidental drug overdose),2018-05-19,457
X42-X43 (accidental drug overdose),2018-05-26,431
X42-X43 (accidental drug overdose),2018-06-02,459
X42-X43 (accidental drug overdose),2018-06-09,489
X42-X43 (accidental drug overdose),2018-06-16,445
X42-X43 (accidental drug overdose),2018-06-23,400
X42-X43 (accidental drug overdose),2018-06-30,451
X42-X43 (accidental drug overdose),2018-07-07,433
X42-X43 (accidental drug overdose),2018-07-14,468
X42-X43 (accidental drug overdose),2018-07-21,462
X42-X43 (accidental drug overdose),2018-07-28,413
X42-X43 (accidental drug overdose),2018-08-04,477
X42-X43 (accidental drug overdose),2018-08-11,456
X42-X43 (accidental drug overdose),2018-08-18,423
X42-X43 (accidental drug overdose),2018-08-25,399
X42-X43 (accidental drug overdose),2018-09-01,475
X42-X43 (accidental drug overdose),2018-09-08,466
X42-X43 (accidental drug overdose),2018-09-15,432
X42-X43 (accidental drug overdose),2018-09-22,410
X42-X43 (accidental drug overdose),2018-09-29,373
