type,cause,year,month,dead
ucd,N00-N28 (kidney-related causes),2015,11,4539
ucd,N00-N28 (kidney-related causes),2015,12,4874
ucd,N00-N28 (kidney-related causes),2016,1,5192
ucd,N00-N28 (kidney-related causes),2016,2,4811
ucd,N00-N28 (kidney-related causes),2016,3,5195
ucd,N00-N28 (kidney-related causes),2016,4,4609
ucd,N00-N28 (kidney-related causes),2016,5,4619
ucd,N00-N28 (kidney-related causes),2016,6,4380
ucd,N00-N28 (kidney-related causes),2016,7,4299
ucd,N00-N28 (kidney-related causes),2016,8,4378
ucd,N00-N28 (kidney-related causes),2016,9,4189
ucd,N00-N28 (kidney-related causes),2016,10,4725
ucd,N00-N28 (kidney-related causes),2016,11,4615
ucd,N00-N28 (kidney-related causes),2016,12,5009
ucd,N00-N28 (kidney-related causes),2017,1,5431
ucd,N00-N28 (kidney-related causes),2017,2,4860
ucd,N00-N28 (kidney-related causes),2017,3,5198
ucd,N00-N28 (kidney-related causes),2017,4,4799
ucd,N00-N28 (kidney-related causes),2017,5,4790
ucd,N00-N28 (kidney-related causes),2017,6,4313
ucd,N00-N28 (kidney-related causes),2017,7,4248
ucd,N00-N28 (kidney-related causes),2017,8,4430
ucd,N00-N28 (kidney-related causes),2017,9,4457
ucd,N00-N28 (kidney-related causes),2017,10,4575
ucd,N00-N28 (kidney-related causes),2017,11,4839
ucd,N00-N28 (kidney-related causes),2017,12,5390
ucd,N00-N28 (kidney-related causes),2018,1,6040
ucd,N00-N28 (kidney-related causes),2018,2,5017
ucd,N00-N28 (kidney-related causes),2018,3,5126
ucd,N00-N28 (kidney-related causes),2018,4,4813
ucd,N00-N28 (kidney-related causes),2018,5,4619
ucd,N00-N28 (kidney-related causes),2018,6,4466
ucd,N00-N28 (kidney-related causes),2018,7,4500
ucd,N00-N28 (kidney-related causes),2018,8,4631
ucd,N00-N28 (kidney-related causes),2018,9,4410
ucd,N00-N28 (kidney-related causes),2018,10,4660
ucd,N00-N28 (kidney-related causes),2018,11,4886
ucd,N00-N28 (kidney-related causes),2018,12,5315
ucd,N00-N28 (kidney-related causes),2019,1,5467
ucd,N00-N28 (kidney-related causes),2019,2,4916
ucd,N00-N28 (kidney-related causes),2019,3,5322
ucd,N00-N28 (kidney-related causes),2019,4,4900
ucd,N00-N28 (kidney-related causes),2019,5,4851
ucd,N00-N28 (kidney-related causes),2019,6,4694
ucd,N00-N28 (kidney-related causes),2019,7,4652
ucd,N00-N28 (kidney-related causes),2019,8,4515
ucd,N00-N28 (kidney-related causes),2019,9,4521
ucd,N00-N28 (kidney-related causes),2019,10,4894
ucd,N00-N28 (kidney-related causes),2019,11,5068
ucd,N00-N28 (kidney-related causes),2019,12,5407
ucd,N00-N28 (kidney-related causes),2020,1,5667
ucd,N00-N28 (kidney-related causes),2020,2,5175
ucd,N00-N28 (kidney-related causes),2020,3,5489
ucd,N00-N28 (kidney-related causes),2020,4,5204
ucd,N00-N28 (kidney-related causes),2020,5,4833
ucd,N00-N28 (kidney-related causes),2020,6,4685
ucd,N00-N28 (kidney-related causes),2020,7,5024
ucd,N00-N28 (kidney-related causes),2020,8,4976
ucd,N00-N28 (kidney-related causes),2020,9,4670
ucd,N00-N28 (kidney-related causes),2020,10,5005
ucd,N00-N28 (kidney-related causes),2020,11,5155
ucd,N00-N28 (kidney-related causes),2020,12,5666
ucd,N00-N28 (kidney-related causes),2021,1,6035
ucd,N00-N28 (kidney-related causes),2021,2,5034
ucd,N00-N28 (kidney-related causes),2021,3,5224
ucd,N00-N28 (kidney-related causes),2021,4,4905
ucd,N00-N28 (kidney-related causes),2021,5,4930
ucd,N00-N28 (kidney-related causes),2021,6,4673
ucd,N00-N28 (kidney-related causes),2021,7,4896
ucd,N00-N28 (kidney-related causes),2021,8,5102
ucd,N00-N28 (kidney-related causes),2021,9,5251
ucd,N00-N28 (kidney-related causes),2021,10,5252
ucd,N00-N28 (kidney-related causes),2021,11,5208
ucd,N00-N28 (kidney-related causes),2021,12,5892
ucd,N00-N28 (kidney-related causes),2022,1,6308
ucd,N00-N28 (kidney-related causes),2022,2,5338
ucd,N00-N28 (kidney-related causes),2022,3,5522
ucd,N00-N28 (kidney-related causes),2022,4,4974
ucd,N00-N28 (kidney-related causes),2022,5,5014
ucd,N00-N28 (kidney-related causes),2022,6,4885
ucd,N00-N28 (kidney-related causes),2022,7,4980
ucd,N00-N28 (kidney-related causes),2022,8,4873
ucd,N00-N28 (kidney-related causes),2022,9,4917
ucd,N00-N28 (kidney-related causes),2022,10,5147
ucd,N00-N28 (kidney-related causes),2022,11,5198
ucd,N00-N28 (kidney-related causes),2022,12,5763
ucd,N00-N28 (kidney-related causes),2023,1,5622
ucd,N00-N28 (kidney-related causes),2023,2,4905
ucd,N00-N28 (kidney-related causes),2023,3,5353
ucd,N00-N28 (kidney-related causes),2023,4,4916
ucd,N00-N28 (kidney-related causes),2023,5,4970
ucd,N00-N28 (kidney-related causes),2023,6,4794
ucd,N00-N28 (kidney-related causes),2023,7,4605
ucd,N00-N28 (kidney-related causes),2023,8,4765
ucd,N00-N28 (kidney-related causes),2023,9,4761
ucd,N00-N28 (kidney-related causes),2023,10,5039
ucd,N00-N28 (kidney-related causes),2023,11,5048
ucd,N00-N28 (kidney-related causes),2023,12,5545
ucd,N00-N28 (kidney-related causes),2024,1,5906
ucd,N00-N28 (kidney-related causes),2024,2,5059
ucd,N00-N28 (kidney-related causes),2024,3,5207
ucd,N00-N28 (kidney-related causes),2024,4,4909
ucd,N00-N28 (kidney-related causes),2024,5,4879
ucd,N00-N28 (kidney-related causes),2024,6,4581
ucd,N00-N28 (kidney-related causes),2024,7,4815
ucd,N00-N28 (kidney-related causes),2024,8,4818
ucd,N00-N28 (kidney-related causes),2024,9,4598
ucd,N00-N28 (kidney-related causes),2024,10,4806
ucd,N00-N28 (kidney-related causes),2024,11,1871
ucd,N17 (Acute renal failure),1999,1,475
ucd,N17 (Acute renal failure),1999,2,419
ucd,N17 (Acute renal failure),1999,3,468
ucd,N17 (Acute renal failure),1999,4,396
ucd,N17 (Acute renal failure),1999,5,385
ucd,N17 (Acute renal failure),1999,6,365
ucd,N17 (Acute renal failure),1999,7,321
ucd,N17 (Acute renal failure),1999,8,343
ucd,N17 (Acute renal failure),1999,9,340
ucd,N17 (Acute renal failure),1999,10,375
ucd,N17 (Acute renal failure),1999,11,391
ucd,N17 (Acute renal failure),1999,12,474
ucd,N17 (Acute renal failure),2000,1,558
ucd,N17 (Acute renal failure),2000,2,469
ucd,N17 (Acute renal failure),2000,3,477
ucd,N17 (Acute renal failure),2000,4,418
ucd,N17 (Acute renal failure),2000,5,400
ucd,N17 (Acute renal failure),2000,6,374
ucd,N17 (Acute renal failure),2000,7,361
ucd,N17 (Acute renal failure),2000,8,390
ucd,N17 (Acute renal failure),2000,9,367
ucd,N17 (Acute renal failure),2000,10,401
ucd,N17 (Acute renal failure),2000,11,422
ucd,N17 (Acute renal failure),2000,12,544
ucd,N17 (Acute renal failure),2001,1,562
ucd,N17 (Acute renal failure),2001,2,455
ucd,N17 (Acute renal failure),2001,3,475
ucd,N17 (Acute renal failure),2001,4,434
ucd,N17 (Acute renal failure),2001,5,435
ucd,N17 (Acute renal failure),2001,6,464
ucd,N17 (Acute renal failure),2001,7,410
ucd,N17 (Acute renal failure),2001,8,416
ucd,N17 (Acute renal failure),2001,9,384
ucd,N17 (Acute renal failure),2001,10,465
ucd,N17 (Acute renal failure),2001,11,471
ucd,N17 (Acute renal failure),2001,12,509
ucd,N17 (Acute renal failure),2002,1,582
ucd,N17 (Acute renal failure),2002,2,538
ucd,N17 (Acute renal failure),2002,3,563
ucd,N17 (Acute renal failure),2002,4,508
ucd,N17 (Acute renal failure),2002,5,445
ucd,N17 (Acute renal failure),2002,6,443
ucd,N17 (Acute renal failure),2002,7,464
ucd,N17 (Acute renal failure),2002,8,462
ucd,N17 (Acute renal failure),2002,9,426
ucd,N17 (Acute renal failure),2002,10,495
ucd,N17 (Acute renal failure),2002,11,549
ucd,N17 (Acute renal failure),2002,12,579
ucd,N17 (Acute renal failure),2003,1,653
ucd,N17 (Acute renal failure),2003,2,535
ucd,N17 (Acute renal failure),2003,3,586
ucd,N17 (Acute renal failure),2003,4,552
ucd,N17 (Acute renal failure),2003,5,492
ucd,N17 (Acute renal failure),2003,6,503
ucd,N17 (Acute renal failure),2003,7,487
ucd,N17 (Acute renal failure),2003,8,499
ucd,N17 (Acute renal failure),2003,9,490
ucd,N17 (Acute renal failure),2003,10,556
ucd,N17 (Acute renal failure),2003,11,517
ucd,N17 (Acute renal failure),2003,12,724
ucd,N17 (Acute renal failure),2004,1,741
ucd,N17 (Acute renal failure),2004,2,606
ucd,N17 (Acute renal failure),2004,3,608
ucd,N17 (Acute renal failure),2004,4,564
ucd,N17 (Acute renal failure),2004,5,514
ucd,N17 (Acute renal failure),2004,6,503
ucd,N17 (Acute renal failure),2004,7,542
ucd,N17 (Acute renal failure),2004,8,516
ucd,N17 (Acute renal failure),2004,9,514
ucd,N17 (Acute renal failure),2004,10,586
ucd,N17 (Acute renal failure),2004,11,575
ucd,N17 (Acute renal failure),2004,12,623
ucd,N17 (Acute renal failure),2005,1,714
ucd,N17 (Acute renal failure),2005,2,662
ucd,N17 (Acute renal failure),2005,3,734
ucd,N17 (Acute renal failure),2005,4,611
ucd,N17 (Acute renal failure),2005,5,579
ucd,N17 (Acute renal failure),2005,6,566
ucd,N17 (Acute renal failure),2005,7,533
ucd,N17 (Acute renal failure),2005,8,548
ucd,N17 (Acute renal failure),2005,9,533
ucd,N17 (Acute renal failure),2005,10,572
ucd,N17 (Acute renal failure),2005,11,654
ucd,N17 (Acute renal failure),2005,12,780
ucd,N17 (Acute renal failure),2006,1,678
ucd,N17 (Acute renal failure),2006,2,671
ucd,N17 (Acute renal failure),2006,3,737
ucd,N17 (Acute renal failure),2006,4,593
ucd,N17 (Acute renal failure),2006,5,648
ucd,N17 (Acute renal failure),2006,6,589
ucd,N17 (Acute renal failure),2006,7,537
ucd,N17 (Acute renal failure),2006,8,624
ucd,N17 (Acute renal failure),2006,9,561
ucd,N17 (Acute renal failure),2006,10,631
ucd,N17 (Acute renal failure),2006,11,627
ucd,N17 (Acute renal failure),2006,12,706
ucd,N17 (Acute renal failure),2007,1,757
ucd,N17 (Acute renal failure),2007,2,656
ucd,N17 (Acute renal failure),2007,3,698
ucd,N17 (Acute renal failure),2007,4,718
ucd,N17 (Acute renal failure),2007,5,662
ucd,N17 (Acute renal failure),2007,6,580
ucd,N17 (Acute renal failure),2007,7,596
ucd,N17 (Acute renal failure),2007,8,590
ucd,N17 (Acute renal failure),2007,9,599
ucd,N17 (Acute renal failure),2007,10,621
ucd,N17 (Acute renal failure),2007,11,650
ucd,N17 (Acute renal failure),2007,12,743
ucd,N17 (Acute renal failure),2008,1,819
ucd,N17 (Acute renal failure),2008,2,852
ucd,N17 (Acute renal failure),2008,3,914
ucd,N17 (Acute renal failure),2008,4,800
ucd,N17 (Acute renal failure),2008,5,648
ucd,N17 (Acute renal failure),2008,6,654
ucd,N17 (Acute renal failure),2008,7,668
ucd,N17 (Acute renal failure),2008,8,657
ucd,N17 (Acute renal failure),2008,9,614
ucd,N17 (Acute renal failure),2008,10,676
ucd,N17 (Acute renal failure),2008,11,775
ucd,N17 (Acute renal failure),2008,12,874
ucd,N17 (Acute renal failure),2009,1,887
ucd,N17 (Acute renal failure),2009,2,825
ucd,N17 (Acute renal failure),2009,3,821
ucd,N17 (Acute renal failure),2009,4,730
ucd,N17 (Acute renal failure),2009,5,758
ucd,N17 (Acute renal failure),2009,6,744
ucd,N17 (Acute renal failure),2009,7,703
ucd,N17 (Acute renal failure),2009,8,676
ucd,N17 (Acute renal failure),2009,9,642
ucd,N17 (Acute renal failure),2009,10,783
ucd,N17 (Acute renal failure),2009,11,795
ucd,N17 (Acute renal failure),2009,12,874
ucd,N17 (Acute renal failure),2010,1,905
ucd,N17 (Acute renal failure),2010,2,792
ucd,N17 (Acute renal failure),2010,3,836
ucd,N17 (Acute renal failure),2010,4,767
ucd,N17 (Acute renal failure),2010,5,776
ucd,N17 (Acute renal failure),2010,6,772
ucd,N17 (Acute renal failure),2010,7,686
ucd,N17 (Acute renal failure),2010,8,726
ucd,N17 (Acute renal failure),2010,9,743
ucd,N17 (Acute renal failure),2010,10,755
ucd,N17 (Acute renal failure),2010,11,807
ucd,N17 (Acute renal failure),2010,12,874
ucd,N17 (Acute renal failure),2011,1,887
ucd,N17 (Acute renal failure),2011,2,803
ucd,N17 (Acute renal failure),2011,3,832
ucd,N17 (Acute renal failure),2011,4,684
ucd,N17 (Acute renal failure),2011,5,668
ucd,N17 (Acute renal failure),2011,6,637
ucd,N17 (Acute renal failure),2011,7,619
ucd,N17 (Acute renal failure),2011,8,582
ucd,N17 (Acute renal failure),2011,9,657
ucd,N17 (Acute renal failure),2011,10,655
ucd,N17 (Acute renal failure),2011,11,662
ucd,N17 (Acute renal failure),2011,12,749
ucd,N17 (Acute renal failure),2012,1,810
ucd,N17 (Acute renal failure),2012,2,656
ucd,N17 (Acute renal failure),2012,3,701
ucd,N17 (Acute renal failure),2012,4,657
ucd,N17 (Acute renal failure),2012,5,648
ucd,N17 (Acute renal failure),2012,6,588
ucd,N17 (Acute renal failure),2012,7,622
ucd,N17 (Acute renal failure),2012,8,626
ucd,N17 (Acute renal failure),2012,9,611
ucd,N17 (Acute renal failure),2012,10,626
ucd,N17 (Acute renal failure),2012,11,659
ucd,N17 (Acute renal failure),2012,12,784
ucd,N17 (Acute renal failure),2013,1,846
ucd,N17 (Acute renal failure),2013,2,699
ucd,N17 (Acute renal failure),2013,3,771
ucd,N17 (Acute renal failure),2013,4,683
ucd,N17 (Acute renal failure),2013,5,599
ucd,N17 (Acute renal failure),2013,6,634
ucd,N17 (Acute renal failure),2013,7,584
ucd,N17 (Acute renal failure),2013,8,623
ucd,N17 (Acute renal failure),2013,9,589
ucd,N17 (Acute renal failure),2013,10,634
ucd,N17 (Acute renal failure),2013,11,663
ucd,N17 (Acute renal failure),2013,12,759
ucd,N17 (Acute renal failure),2014,1,845
ucd,N17 (Acute renal failure),2014,2,733
ucd,N17 (Acute renal failure),2014,3,764
ucd,N17 (Acute renal failure),2014,4,691
ucd,N17 (Acute renal failure),2014,5,681
ucd,N17 (Acute renal failure),2014,6,672
ucd,N17 (Acute renal failure),2014,7,585
ucd,N17 (Acute renal failure),2014,8,614
ucd,N17 (Acute renal failure),2014,9,657
ucd,N17 (Acute renal failure),2014,10,603
ucd,N17 (Acute renal failure),2014,11,671
ucd,N17 (Acute renal failure),2014,12,852
ucd,N17 (Acute renal failure),2015,1,899
ucd,N17 (Acute renal failure),2015,2,793
ucd,N17 (Acute renal failure),2015,3,811
ucd,N17 (Acute renal failure),2015,4,681
ucd,N17 (Acute renal failure),2015,5,659
ucd,N17 (Acute renal failure),2015,6,636
ucd,N17 (Acute renal failure),2015,7,646
ucd,N17 (Acute renal failure),2015,8,539
ucd,N17 (Acute renal failure),2015,9,609
ucd,N17 (Acute renal failure),2015,10,692
ucd,N17 (Acute renal failure),2015,11,717
ucd,N17 (Acute renal failure),2015,12,779
ucd,N17 (Acute renal failure),2016,1,833
ucd,N17 (Acute renal failure),2016,2,767
ucd,N17 (Acute renal failure),2016,3,804
ucd,N17 (Acute renal failure),2016,4,746
ucd,N17 (Acute renal failure),2016,5,643
ucd,N17 (Acute renal failure),2016,6,602
ucd,N17 (Acute renal failure),2016,7,641
ucd,N17 (Acute renal failure),2016,8,627
ucd,N17 (Acute renal failure),2016,9,542
ucd,N17 (Acute renal failure),2016,10,691
ucd,N17 (Acute renal failure),2016,11,642
ucd,N17 (Acute renal failure),2016,12,687
ucd,N17 (Acute renal failure),2017,1,805
ucd,N17 (Acute renal failure),2017,2,716
ucd,N17 (Acute renal failure),2017,3,746
ucd,N17 (Acute renal failure),2017,4,650
ucd,N17 (Acute renal failure),2017,5,654
ucd,N17 (Acute renal failure),2017,6,611
ucd,N17 (Acute renal failure),2017,7,623
ucd,N17 (Acute renal failure),2017,8,604
ucd,N17 (Acute renal failure),2017,9,546
ucd,N17 (Acute renal failure),2017,10,619
ucd,N17 (Acute renal failure),2017,11,700
ucd,N17 (Acute renal failure),2017,12,774
ucd,N17 (Acute renal failure),2018,1,911
ucd,N17 (Acute renal failure),2018,2,742
ucd,N17 (Acute renal failure),2018,3,728
ucd,N17 (Acute renal failure),2018,4,618
ucd,N17 (Acute renal failure),2018,5,614
ucd,N17 (Acute renal failure),2018,6,601
ucd,N17 (Acute renal failure),2018,7,626
ucd,N17 (Acute renal failure),2018,8,592
ucd,N17 (Acute renal failure),2018,9,580
ucd,N17 (Acute renal failure),2018,10,604
ucd,N17 (Acute renal failure),2018,11,663
ucd,N17 (Acute renal failure),2018,12,758
ucd,N17 (Acute renal failure),2019,1,730
ucd,N17 (Acute renal failure),2019,2,653
