cause,year,month,status,dead,pop,asmr,noted_as_unreliable,asmr_low,asmr_high
All causes,2021,March,Ever vaccinated,27526,1573529,897.8,,827,968.6
All causes,2021,April,Unvaccinated,3778,1342911,2266.5,,2185.2,2347.8
All causes,2021,April,"First dose, less than 21 days ago",425,192496,2082.7,,1817,2348.5
All causes,2021,April,"First dose, at least 21 days ago",16255,1129031,1710.8,,1681.3,1740.3
All causes,2021,April,"Second dose, less than 21 days ago",5377,365569,494.6,,476.9,512.2
All causes,2021,April,"Second dose, between 21 days and 6 months ago",5799,196736,743.4,,709.2,777.6
All causes,2021,April,"Second dose, at least 6 months ago",0,0,,,,
All causes,2021,April,"Third dose or booster, less than 21 days ago",0,0,,,,
All causes,2021,April,"Third dose or booster, at least 21 days ago",0,0,,,,
All causes,2021,April,Ever vaccinated,27856,1883831,862.4,,851.6,873.2
All causes,2021,May,Unvaccinated,2734,1192900,1690.8,,1619.5,1762.1
All causes,2021,May,"First dose, less than 21 days ago",136,145836,1743.5,,1358.9,2128.1
All causes,2021,May,"First dose, at least 21 days ago",7784,730991,5122.2,,4985.8,5258.7
All causes,2021,May,"Second dose, less than 21 days ago",3203,469208,797.6,,764.7,830.5
All causes,2021,May,"Second dose, between 21 days and 6 months ago",18757,792625,860.6,,709.7,1011.4
All causes,2021,May,"Second dose, at least 6 months ago",0,0,,,,
All causes,2021,May,"Third dose or booster, less than 21 days ago",0,0,,,,
All causes,2021,May,"Third dose or booster, at least 21 days ago",0,0,,,,
All causes,2021,May,Ever vaccinated,29880,2138661,894.4,,853.9,934.9
All causes,2021,June,Unvaccinated,2270,913413,1558.5,,1487.5,1629.6
All causes,2021,June,"First dose, less than 21 days ago",76,167516,1317.6,,931.6,1775.7
All causes,2021,June,"First dose, at least 21 days ago",3455,371742,6361.7,,6117.9,6605.5
All causes,2021,June,"Second dose, less than 21 days ago",887,350614,1488.5,,1356.2,1620.8
All causes,2021,June,"Second dose, between 21 days and 6 months ago",24244,1418180,800.3,,788.8,811.7
All causes,2021,June,"Second dose, at least 6 months ago",0,25,,,,
All causes,2021,June,"Third dose or booster, less than 21 days ago",0,0,,,,
All causes,2021,June,"Third dose or booster, at least 21 days ago",0,0,,,,
All causes,2021,June,Ever vaccinated,28662,2308077,870.3,,838,902.6
All causes,2021,July,Unvaccinated,2248,757638,1563.9,,1493,1634.9
All causes,2021,July,"First dose, less than 21 days ago",43,107843,884.2,,507.6,1357.2
All causes,2021,July,"First dose, at least 21 days ago",2164,367054,6044,,5762.8,6325.2
All causes,2021,July,"Second dose, less than 21 days ago",280,167256,1790.1,,1526.7,2053.5
All causes,2021,July,"Second dose, between 21 days and 6 months ago",28892,1900545,914.4,,903.2,925.7
All causes,2021,July,"Second dose, at least 6 months ago",1130,25773,544.3,,426.9,661.8
All causes,2021,July,"Third dose or booster, less than 21 days ago",0,0,,,,
All causes,2021,July,"Third dose or booster, at least 21 days ago",0,0,,,,
All causes,2021,July,Ever vaccinated,32509,2568471,932.3,,922.1,942.5
All causes,2021,August,Unvaccinated,2266,700012,1665.1,,1590.6,1739.7
All causes,2021,August,"First dose, less than 21 days ago",32,36042,2212.5,,1417,3249
All causes,2021,August,"First dose, at least 21 days ago",1435,262926,4766.1,,4495.5,5036.7
All causes,2021,August,"Second dose, less than 21 days ago",101,157601,1473.3,,1114.4,1832.2
All causes,2021,August,"Second dose, between 21 days and 6 months ago",29106,2128333,935.9,,893.9,977.9
All causes,2021,August,"Second dose, at least 6 months ago",1608,38239,736.9,,625.3,848.6
All causes,2021,August,"Third dose or booster, less than 21 days ago",0,0,,,,
All causes,2021,August,"Third dose or booster, at least 21 days ago",0,0,,,,
All causes,2021,August,Ever vaccinated,32282,2623141,927.5,,910.5,944.5
All causes,2021,September,Unvaccinated,2080,628588,1609.4,,1534.7,1684.1
All causes,2021,September,"First dose, less than 21 days ago",12,30216,745.5,u,239.2,1528
All causes,2021,September,"First dose, at least 21 days ago",1138,146173,4580.1,,4292.5,4867.7
All causes,2021,September,"Second dose, less than 21 days ago",34,97471,804.1,,483.5,1218.4
All causes,2021,September,"Second dose, between 21 days and 6 months ago",26823,2190602,987.3,,953.5,1021
All causes,2021,September,"Second dose, at least 6 months ago",4824,109937,1083.5,,1018.2,1148.7
All causes,2021,September,"Third dose or booster, less than 21 days ago",76,10090,223.2,,157.1,301.6
All causes,2021,September,"Third dose or booster, at least 21 days ago",0,0,,,,
All causes,2021,September,Ever vaccinated,32907,2584490,971.3,,959.1,983.6
All causes,2021,October,Unvaccinated,2035,602734,1557.1,,1484.2,1630
All causes,2021,October,"First dose, less than 21 days ago",19,35193,2040.4,u,1190.8,3239.4
All causes,2021,October,"First dose, at least 21 days ago",1032,138369,4411.1,,4120.7,4701.4
All causes,2021,October,"Second dose, less than 21 days ago",43,30966,1879.9,,1319.8,2583.2
All causes,2021,October,"Second dose, between 21 days and 6 months ago",12910,1896800,1175.7,,1139.8,1211.6
All causes,2021,October,"Second dose, at least 6 months ago",17481,326468,1731.1,,1697.4,1764.8
All causes,2021,October,"Third dose or booster, less than 21 days ago",3570,233572,398.8,,378.8,418.8
All causes,2021,October,"Third dose or booster, at least 21 days ago",1080,53025,497.2,,447.7,546.6
All causes,2021,October,Ever vaccinated,36135,2714393,1023.5,,1012.9,1034.2
All causes,2021,November,Unvaccinated,2017,527973,1633.5,,1557,1710
All causes,2021,November,"First dose, less than 21 days ago",29,36643,3094.2,,1998.4,4526.6
All causes,2021,November,"First dose, at least 21 days ago",771,157611,3724.8,,3442.8,4006.7
All causes,2021,November,"Second dose, less than 21 days ago",39,18889,2012.6,,1395.4,2796.6
All causes,2021,November,"Second dose, between 21 days and 6 months ago",3110,1217776,1845.4,,1751.7,1939.1
All causes,2021,November,"Second dose, at least 6 months ago",17152,432852,2740.7,,2698.4,2783.1
All causes,2021,November,"Third dose or booster, less than 21 days ago",4305,391967,572.5,,552,592.9
All causes,2021,November,"Third dose or booster, at least 21 days ago",10381,423262,700.3,,680.1,720.4
All causes,2021,November,Ever vaccinated,35787,2679000,1044.9,,1034.1,1055.8
All causes,2021,December,Unvaccinated,2213,511405,1777.7,,1698.3,1857
All causes,2021,December,"First dose, less than 21 days ago",16,21467,1679,u,907.8,2802.2
All causes,2021,December,"First dose, at least 21 days ago",727,173384,3800.9,,3505.8,4095.9
All causes,2021,December,"Second dose, less than 21 days ago",36,29690,1573.4,,1055.4,2238
All causes,2021,December,"Second dose, between 21 days and 6 months ago",979,615873,2281.4,,2102.7,2460.2
All causes,2021,December,"Second dose, at least 6 months ago",11361,339891,4617,,4528,4706.1
All causes,2021,December,"Third dose or booster, less than 21 days ago",3090,570795,1071.8,,925,1218.6
All causes,2021,December,"Third dose or booster, at least 21 days ago",22459,1048034,825.6,,810.6,840.5
All causes,2021,December,Ever vaccinated,38668,2799133,1090.3,,1079.3,1101.2
All causes,2022,January,Unvaccinated,1977,483972,1662.6,,1584.9,1740.3
All causes,2022,January,"First dose, less than 21 days ago",25,17662,3297.6,,2041.3,4993.1
All causes,2022,January,"First dose, at least 21 days ago",625,157406,3554.8,,3259.9,3849.8
All causes,2022,January,"Second dose, less than 21 days ago",33,31767,2108.2,,1388.5,3042
All causes,2022,January,"Second dose, between 21 days and 6 months ago",454,286087,2627.5,,2349.8,2905.2
All causes,2022,January,"Second dose, at least 6 months ago",6146,223234,4584.6,,4358.7,4810.5
All causes,2022,January,"Third dose or booster, less than 21 days ago",992,241823,1721,,1605.7,1836.2
All causes,2022,January,"Third dose or booster, at least 21 days ago",28569,1865182,897.2,,840.2,954.3
All causes,2022,January,Ever vaccinated,36844,2823160,1036.7,,1026.1,1047.4
Deaths involving COVID-19,2021,January,Unvaccinated,24351,3050101,1186.3,,1170.8,1201.8
Deaths involving COVID-19,2021,January,"First dose, less than 21 days ago",2389,221650,740,,-168,1648
Deaths involving COVID-19,2021,January,"First dose, at least 21 days ago",1024,35916,740.9,,613.5,868.3
Deaths involving COVID-19,2021,January,"Second dose, less than 21 days ago",65,23297,21.8,,16.7,27.9
Deaths involving COVID-19,2021,January,"Second dose, between 21 days and 6 months ago",11,4049,23.2,u,11.3,41.8
Deaths involving COVID-19,2021,January,"Second dose, at least 6 months ago",0,0,,,,
Deaths involving COVID-19,2021,January,"Third dose or booster, less than 21 days ago",0,0,,,,
Deaths involving COVID-19,2021,January,"Third dose or booster, at least 21 days ago",0,0,,,,
Deaths involving COVID-19,2021,January,Ever vaccinated,3489,284912,672.4,,-75.9,1420.7
Deaths involving COVID-19,2021,February,Unvaccinated,7653,2152832,2166.1,,2109,2223.3
Deaths involving COVID-19,2021,February,"First dose, less than 21 days ago",1451,450948,203.1,,191.6,214.7
Deaths involving COVID-19,2021,February,"First dose, at least 21 days ago",3366,373011,228.8,,217.3,240.3
Deaths involving COVID-19,2021,February,"Second dose, less than 21 days ago",5,3320,,,,
Deaths involving COVID-19,2021,February,"Second dose, between 21 days and 6 months ago",66,31398,24.7,,9.5,42.9
Deaths involving COVID-19,2021,February,"Second dose, at least 6 months ago",0,0,,,,
Deaths involving COVID-19,2021,February,"Third dose or booster, less than 21 days ago",0,0,,,,
Deaths involving COVID-19,2021,February,"Third dose or booster, at least 21 days ago",0,0,,,,
Deaths involving COVID-19,2021,February,Ever vaccinated,4888,858677,183.6,,177.5,189.7
Deaths involving COVID-19,2021,March,Unvaccinated,1306,1760858,587.1,,550,624.2
Deaths involving COVID-19,2021,March,"First dose, less than 21 days ago",133,440695,184.5,,145.8,223.1
Deaths involving COVID-19,2021,March,"First dose, at least 21 days ago",1573,1018209,66,,62.4,69.6
Deaths involving COVID-19,2021,March,"Second dose, less than 21 days ago",29,69450,11.7,,6,19.2
Deaths involving COVID-19,2021,March,"Second dose, between 21 days and 6 months ago",35,45174,20.3,,2.4,43.4
Deaths involving COVID-19,2021,March,"Second dose, at least 6 months ago",0,0,,,,
Deaths involving COVID-19,2021,March,"Third dose or booster, less than 21 days ago",0,0,,,,
Deaths involving COVID-19,2021,March,"Third dose or booster, at least 21 days ago",0,0,,,,
Deaths involving COVID-19,2021,March,Ever vaccinated,1770,1573529,53.6,,51,56.2
Deaths involving COVID-19,2021,April,Unvaccinated,237,1342911,144.5,,124.3,164.7
Deaths involving COVID-19,2021,April,"First dose, less than 21 days ago",20,192496,126.2,,68.8,206.5
Deaths involving COVID-19,2021,April,"First dose, at least 21 days ago",401,1129031,47.4,,42.4,52.4
Deaths involving COVID-19,2021,April,"Second dose, less than 21 days ago",42,365569,3.2,,2.3,4.4
Deaths involving COVID-19,2021,April,"Second dose, between 21 days and 6 months ago",60,196736,7.6,,4.7,11.2
Deaths involving COVID-19,2021,April,"Second dose, at least 6 months ago",0,0,,,,
Deaths involving COVID-19,2021,April,"Third dose or booster, less than 21 days ago",0,0,,,,
Deaths involving COVID-19,2021,April,"Third dose or booster, at least 21 days ago",0,0,,,,
Deaths involving COVID-19,2021,April,Ever vaccinated,523,1883831,15.6,,14.3,17
Deaths involving COVID-19,2021,May,Unvaccinated,77,1192900,45.2,,34.5,57.8
Deaths involving COVID-19,2021,May,"First dose, less than 21 days ago",4,145836,,,,
Deaths involving COVID-19,2021,May,"First dose, at least 21 days ago",112,730991,74,,57.5,90.4
Deaths involving COVID-19,2021,May,"Second dose, less than 21 days ago",27,469208,7.5,,4.6,11.4
Deaths involving COVID-19,2021,May,"Second dose, between 21 days and 6 months ago",70,792625,2.8,,2,3.7
Deaths involving COVID-19,2021,May,"Second dose, at least 6 months ago",0,0,,,,
Deaths involving COVID-19,2021,May,"Third dose or booster, less than 21 days ago",0,0,,,,
Deaths involving COVID-19,2021,May,"Third dose or booster, at least 21 days ago",0,0,,,,
Deaths involving COVID-19,2021,May,Ever vaccinated,213,2138661,6.2,,5.4,7.1
Deaths involving COVID-19,2021,June,Unvaccinated,97,913413,55.2,,43.3,69.2
Deaths involving COVID-19,2021,June,"First dose, less than 21 days ago",1,167516,,,,
Deaths involving COVID-19,2021,June,"First dose, at least 21 days ago",46,371742,81.5,,55.7,113.5
Deaths involving COVID-19,2021,June,"Second dose, less than 21 days ago",8,350614,,,,
Deaths involving COVID-19,2021,June,"Second dose, between 21 days and 6 months ago",167,1418180,5.6,,4.7,6.6
Deaths involving COVID-19,2021,June,"Second dose, at least 6 months ago",0,25,,,,
Deaths involving COVID-19,2021,June,"Third dose or booster, less than 21 days ago",0,0,,,,
Deaths involving COVID-19,2021,June,"Third dose or booster, at least 21 days ago",0,0,,,,
Deaths involving COVID-19,2021,June,Ever vaccinated,222,2308077,6.6,,5.8,7.5
Deaths involving COVID-19,2021,July,Unvaccinated,332,757638,215,,189.1,240.8
Deaths involving COVID-19,2021,July,"First dose, less than 21 days ago",5,107843,,,,
Deaths involving COVID-19,2021,July,"First dose, at least 21 days ago",68,367054,184.2,,138.2,239.3
Deaths involving COVID-19,2021,July,"Second dose, less than 21 days ago",5,167256,,,,
Deaths involving COVID-19,2021,July,"Second dose, between 21 days and 6 months ago",695,1900545,22.6,,20.8,24.4
Deaths involving COVID-19,2021,July,"Second dose, at least 6 months ago",55,25773,15.7,,11.8,20.5
Deaths involving COVID-19,2021,July,"Third dose or booster, less than 21 days ago",0,0,,,,
Deaths involving COVID-19,2021,July,"Third dose or booster, at least 21 days ago",0,0,,,,
Deaths involving COVID-19,2021,July,Ever vaccinated,828,2568471,23.9,,22.3,25.6
Deaths involving COVID-19,2021,August,Unvaccinated,584,700012,398.5,,362.8,434.1
Deaths involving COVID-19,2021,August,"First dose, less than 21 days ago",8,36042,,,,
Deaths involving COVID-19,2021,August,"First dose, at least 21 days ago",83,262926,283.8,,220.1,358.8
Deaths involving COVID-19,2021,August,"Second dose, less than 21 days ago",4,157601,,,,
Deaths involving COVID-19,2021,August,"Second dose, between 21 days and 6 months ago",1445,2128333,45.2,,42.9,47.6
Deaths involving COVID-19,2021,August,"Second dose, at least 6 months ago",110,38239,69.4,,27.5,111.4
Deaths involving COVID-19,2021,August,"Third dose or booster, less than 21 days ago",0,0,,,,
Deaths involving COVID-19,2021,August,"Third dose or booster, at least 21 days ago",0,0,,,,
Deaths involving COVID-19,2021,August,Ever vaccinated,1650,2623141,47,,44.8,49.3
Deaths involving COVID-19,2021,September,Unvaccinated,493,628588,362.9,,328,397.7
Deaths involving COVID-19,2021,September,"First dose, less than 21 days ago",2,30216,,,,
Deaths involving COVID-19,2021,September,"First dose, at least 21 days ago",90,146173,355.8,,280.1,444.4
Deaths involving COVID-19,2021,September,"Second dose, less than 21 days ago",2,97471,,,,
Deaths involving COVID-19,2021,September,"Second dose, between 21 days and 6 months ago",1722,2190602,61.3,,58.4,64.3
Deaths involving COVID-19,2021,September,"Second dose, at least 6 months ago",328,109937,86,,68.5,103.5
Deaths involving COVID-19,2021,September,"Third dose or booster, less than 21 days ago",0,10090,,,,
Deaths involving COVID-19,2021,September,"Third dose or booster, at least 21 days ago",0,0,,,,
Deaths involving COVID-19,2021,September,Ever vaccinated,2144,2584490,65.2,,59.9,70.4
Deaths involving COVID-19,2021,October,Unvaccinated,425,602734,317,,284.3,349.6
Deaths involving COVID-19,2021,October,"First dose, less than 21 days ago",0,35193,,,,
Deaths involving COVID-19,2021,October,"First dose, at least 21 days ago",70,138369,321.3,,246.6,410.7
Deaths involving COVID-19,2021,October,"Second dose, less than 21 days ago",1,30966,,,,
Deaths involving COVID-19,2021,October,"Second dose, between 21 days and 6 months ago",763,1896800,62.5,,57.2,67.8
Deaths involving COVID-19,2021,October,"Second dose, at least 6 months ago",1344,326468,139.3,,129.7,148.9
Deaths involving COVID-19,2021,October,"Third dose or booster, less than 21 days ago",139,233572,14.2,,11.3,17
Deaths involving COVID-19,2021,October,"Third dose or booster, at least 21 days ago",28,53025,19,,10,31.1
Deaths involving COVID-19,2021,October,Ever vaccinated,2345,2714393,66.3,,63.6,69
Deaths involving COVID-19,2021,November,Unvaccinated,547,527973,413.5,,375.8,451.2
Deaths involving COVID-19,2021,November,"First dose, less than 21 days ago",5,36643,,,,
Deaths involving COVID-19,2021,November,"First dose, at least 21 days ago",59,157611,290.1,,217.1,378.8
Deaths involving COVID-19,2021,November,"Second dose, less than 21 days ago",2,18889,,,,
Deaths involving COVID-19,2021,November,"Second dose, between 21 days and 6 months ago",196,1217776,109.6,,87.8,131.3
Deaths involving COVID-19,2021,November,"Second dose, at least 6 months ago",1659,432852,263,,250.1,276
Deaths involving COVID-19,2021,November,"Third dose or booster, less than 21 days ago",140,391967,18.5,,14.9,22.1
Deaths involving COVID-19,2021,November,"Third dose or booster, at least 21 days ago",288,423262,26.3,,20.9,31.7
Deaths involving COVID-19,2021,November,Ever vaccinated,2349,2679000,68.9,,66.1,71.7
Deaths involving COVID-19,2021,December,Unvaccinated,646,511405,491.5,,450.3,532.7
Deaths involving COVID-19,2021,December,"First dose, less than 21 days ago",2,21467,,,,
Deaths involving COVID-19,2021,December,"First dose, at least 21 days ago",78,173384,424.1,,330.6,534.7
Deaths involving COVID-19,2021,December,"Second dose, less than 21 days ago",1,29690,,,,
Deaths involving COVID-19,2021,December,"Second dose, between 21 days and 6 months ago",64,615873,171,,123.2,228.6
Deaths involving COVID-19,2021,December,"Second dose, at least 6 months ago",1042,339891,418.9,,392.1,445.6
Deaths involving COVID-19,2021,December,"Third dose or booster, less than 21 days ago",103,570795,34.5,,27.4,41.7
Deaths involving COVID-19,2021,December,"Third dose or booster, at least 21 days ago",666,1048034,25.4,,23.2,27.7
Deaths involving COVID-19,2021,December,Ever vaccinated,1956,2799133,55.2,,52.8,57.7
Deaths involving COVID-19,2022,January,Unvaccinated,668,483972,558.9,,514,603.8
Deaths involving COVID-19,2022,January,"First dose, less than 21 days ago",8,17662,,,,
Deaths involving COVID-19,2022,January,"First dose, at least 21 days ago",113,157406,670,,540.6,799.4
Deaths involving COVID-19,2022,January,"Second dose, less than 21 days ago",4,31767,,,,
Deaths involving COVID-19,2022,January,"Second dose, between 21 days and 6 months ago",72,286087,497,,381,635.2
Deaths involving COVID-19,2022,January,"Second dose, at least 6 months ago",1063,223234,789.6,,740.5,838.7
Deaths involving COVID-19,2022,January,"Third dose or booster, less than 21 days ago",88,241823,151.9,,119.6,189.7
Deaths involving COVID-19,2022,January,"Third dose or booster, at least 21 days ago",2460,1865182,102.7,,46.4,158.9
Deaths involving COVID-19,2022,January,Ever vaccinated,3808,2823160,106.7,,103.3,110.1
Non-COVID-19 deaths,2021,January,Unvaccinated,28000,3050101,1316.6,,1300.5,1332.7
Non-COVID-19 deaths,2021,January,"First dose, less than 21 days ago",5181,221650,590.1,,563.3,616.9
Non-COVID-19 deaths,2021,January,"First dose, at least 21 days ago",1339,35916,977.6,,855.9,1099.3
Non-COVID-19 deaths,2021,January,"Second dose, less than 21 days ago",368,23297,243.8,,162.1,325.4
Non-COVID-19 deaths,2021,January,"Second dose, between 21 days and 6 months ago",71,4049,142.9,,111,181
Non-COVID-19 deaths,2021,January,"Second dose, at least 6 months ago",0,0,,,,
Non-COVID-19 deaths,2021,January,"Third dose or booster, less than 21 days ago",0,0,,,,
Non-COVID-19 deaths,2021,January,"Third dose or booster, at least 21 days ago",0,0,,,,
Non-COVID-19 deaths,2021,January,Ever vaccinated,6959,284912,577.6,,553.5,601.7
Non-COVID-19 deaths,2021,February,Unvaccinated,12063,2152832,3069.3,,3002.1,3136.5
Non-COVID-19 deaths,2021,February,"First dose, less than 21 days ago",5885,450948,800.1,,775.3,824.8
Non-COVID-19 deaths,2021,February,"First dose, at least 21 days ago",10915,373011,809.8,,786.4,833.1
Non-COVID-19 deaths,2021,February,"Second dose, less than 21 days ago",39,3320,648.5,,423.9,933.9
Non-COVID-19 deaths,2021,February,"Second dose, between 21 days and 6 months ago",835,31398,429.8,,312,547.7
Non-COVID-19 deaths,2021,February,"Second dose, at least 6 months ago",0,0,,,,
Non-COVID-19 deaths,2021,February,"Third dose or booster, less than 21 days ago",0,0,,,,
Non-COVID-19 deaths,2021,February,"Third dose or booster, at least 21 days ago",0,0,,,,
Non-COVID-19 deaths,2021,February,Ever vaccinated,17674,858677,720.4,,706.4,734.3
Non-COVID-19 deaths,2021,March,Unvaccinated,6243,1760858,2690.2,,2610.9,2769.5
Non-COVID-19 deaths,2021,March,"First dose, less than 21 days ago",1722,440695,1876,,1654.8,2097.2
Non-COVID-19 deaths,2021,March,"First dose, at least 21 days ago",21428,1018209,931.3,,915.9,946.7
Non-COVID-19 deaths,2021,March,"Second dose, less than 21 days ago",1303,69450,515,,472.2,557.8
Non-COVID-19 deaths,2021,March,"Second dose, between 21 days and 6 months ago",1303,45174,577.9,,486.1,669.7
Non-COVID-19 deaths,2021,March,"Second dose, at least 6 months ago",0,0,,,,
Non-COVID-19 deaths,2021,March,"Third dose or booster, less than 21 days ago",0,0,,,,
Non-COVID-19 deaths,2021,March,"Third dose or booster, at least 21 days ago",0,0,,,,
Non-COVID-19 deaths,2021,March,Ever vaccinated,25756,1573529,844.2,,773.5,915
Non-COVID-19 deaths,2021,April,Unvaccinated,3541,1342911,2122,,2043.3,2200.7
Non-COVID-19 deaths,2021,April,"First dose, less than 21 days ago",405,192496,1956.5,,1698.8,2214.3
Non-COVID-19 deaths,2021,April,"First dose, at least 21 days ago",15854,1129031,1663.3,,1634.3,1692.4
Non-COVID-19 deaths,2021,April,"Second dose, less than 21 days ago",5335,365569,491.4,,473.7,509
Non-COVID-19 deaths,2021,April,"Second dose, between 21 days and 6 months ago",5739,196736,735.8,,701.7,769.9
Non-COVID-19 deaths,2021,April,"Second dose, at least 6 months ago",0,0,,,,
Non-COVID-19 deaths,2021,April,"Third dose or booster, less than 21 days ago",0,0,,,,
Non-COVID-19 deaths,2021,April,"Third dose or booster, at least 21 days ago",0,0,,,,
Non-COVID-19 deaths,2021,April,Ever vaccinated,27333,1883831,846.7,,836,857.4
Non-COVID-19 deaths,2021,May,Unvaccinated,2657,1192900,1645.6,,1575.2,1716
Non-COVID-19 deaths,2021,May,"First dose, less than 21 days ago",132,145836,1670.3,,1294.8,2045.9
Non-COVID-19 deaths,2021,May,"First dose, at least 21 days ago",7672,730991,5048.2,,4912.8,5183.7
Non-COVID-19 deaths,2021,May,"Second dose, less than 21 days ago",3176,469208,790.1,,757.4,822.8
Non-COVID-19 deaths,2021,May,"Second dose, between 21 days and 6 months ago",18687,792625,857.8,,707,1008.6
Non-COVID-19 deaths,2021,May,"Second dose, at least 6 months ago",0,0,,,,
Non-COVID-19 deaths,2021,May,"Third dose or booster, less than 21 days ago",0,0,,,,
Non-COVID-19 deaths,2021,May,"Third dose or booster, at least 21 days ago",0,0,,,,
Non-COVID-19 deaths,2021,May,Ever vaccinated,29667,2138661,888.2,,847.7,928.7
Non-COVID-19 deaths,2021,June,Unvaccinated,2173,913413,1503.3,,1433.4,1573.3
Non-COVID-19 deaths,2021,June,"First dose, less than 21 days ago",75,167516,1282.2,,901.9,1733.9
Non-COVID-19 deaths,2021,June,"First dose, at least 21 days ago",3409,371742,6280.3,,6038.1,6522.5
Non-COVID-19 deaths,2021,June,"Second dose, less than 21 days ago",879,350614,1466.8,,1335.6,1598
Non-COVID-19 deaths,2021,June,"Second dose, between 21 days and 6 months ago",24077,1418180,794.6,,783.3,806
Non-COVID-19 deaths,2021,June,"Second dose, at least 6 months ago",0,25,,,,
Non-COVID-19 deaths,2021,June,"Third dose or booster, less than 21 days ago",0,0,,,,
Non-COVID-19 deaths,2021,June,"Third dose or booster, at least 21 days ago",0,0,,,,
Non-COVID-19 deaths,2021,June,Ever vaccinated,28440,2308077,863.7,,831.4,896
Non-COVID-19 deaths,2021,July,Unvaccinated,1916,757638,1349,,1282.9,1415
Non-COVID-19 deaths,2021,July,"First dose, less than 21 days ago",38,107843,802.3,,443.9,1259.2
Non-COVID-19 deaths,2021,July,"First dose, at least 21 days ago",2096,367054,5859.8,,5582.9,6136.8
Non-COVID-19 deaths,2021,July,"Second dose, less than 21 days ago",275,167256,1748.1,,1488.1,2008
Non-COVID-19 deaths,2021,July,"Second dose, between 21 days and 6 months ago",28197,1900545,891.8,,880.7,902.9
Non-COVID-19 deaths,2021,July,"Second dose, at least 6 months ago",1075,25773,528.6,,411.2,646
Non-COVID-19 deaths,2021,July,"Third dose or booster, less than 21 days ago",0,0,,,,
Non-COVID-19 deaths,2021,July,"Third dose or booster, at least 21 days ago",0,0,,,,
Non-COVID-19 deaths,2021,July,Ever vaccinated,31681,2568471,908.4,,898.3,918.4
Non-COVID-19 deaths,2021,August,Unvaccinated,1682,700012,1266.7,,1201.2,1332.1
Non-COVID-19 deaths,2021,August,"First dose, less than 21 days ago",24,36042,1618.2,,949.9,2525.6
Non-COVID-19 deaths,2021,August,"First dose, at least 21 days ago",1352,262926,4482.3,,4220.1,4744.4
Non-COVID-19 deaths,2021,August,"Second dose, less than 21 days ago",97,157601,1391.8,,1059.8,1777.9
Non-COVID-19 deaths,2021,August,"Second dose, between 21 days and 6 months ago",27661,2128333,890.7,,848.7,932.6
Non-COVID-19 deaths,2021,August,"Second dose, at least 6 months ago",1498,38239,667.5,,564,770.9
Non-COVID-19 deaths,2021,August,"Third dose or booster, less than 21 days ago",0,0,,,,
Non-COVID-19 deaths,2021,August,"Third dose or booster, at least 21 days ago",0,0,,,,
Non-COVID-19 deaths,2021,August,Ever vaccinated,30632,2623141,880.4,,863.6,897.3
Non-COVID-19 deaths,2021,September,Unvaccinated,1587,628588,1246.5,,1180.4,1312.6
Non-COVID-19 deaths,2021,September,"First dose, less than 21 days ago",10,30216,585.7,u,159,1273.6
Non-COVID-19 deaths,2021,September,"First dose, at least 21 days ago",1048,146173,4224.2,,3947.9,4500.5
